ANIO,MES,PLACA,OFICINA,SERIE,USO,CLASEAAP,SUBCLASE,CARROCERIA,MARCA,MODELO,ORIGEN,COMBUSTIBLE,FORMULA,PBV,ASIENTOS,ANIOFAB
2019,FEBRERO,AZK855,LIMA,JPCYZ40A9JT023236,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CABINADO,UD,CRONER,THAILAND                                                    ,DIESEL,4X2,17300,3,2018
2019,FEBRERO,AZM838,LIMA,JPCYAX0A6JT022246,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CABINADO,UD,CRONER,SWEDEN                                                      ,DIESEL,4X2,11500,2,2018
2019,ENERO,AZG928,LIMA,JPCYAX0A0JT023215,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CABINADO,UD,CRONER,THAILAND                                                    ,DIESEL,4X2,11500,3,2018
2019,ENERO,AZH793,LIMA,JPCYAX0A2JT023216,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CABINADO,UD,CRONER,THAILAND                                                    ,DIESEL,4X2,11500,3,2018
2019,ENERO,AZH706,LIMA,JPCYAX0A8JT023138,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CABINADO,UD,CRONER,THAILAND                                                    ,DIESEL,4X2,11500,3,2018
2019,ENERO,AZG895,LIMA,JPCYZ40AXJT022242,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CABINADO,UD,CRONER,THAILAND                                                    ,DIESEL,4X2,17000,2,2018
2019,ENERO,AZG759,LIMA,JPCYZ40A9JT023222,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CABINADO,UD,CRONER,THAILAND                                                    ,DIESEL,4X2,17000,3,2018
2019,ENERO,AZC810,LIMA,JPCYZ40A9JT023141,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CABINADO,UD,CRONER,THAILAND                                                    ,DIESEL,4X2,17000,3,2018
2019,ENERO,AZC791,LIMA,JPCYZ40A9JT022250,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CABINADO,UD,CRONER,THAILAND                                                    ,DIESEL,4X2,17000,2,2018
2019,ENERO,AZF916,LIMA,JPCYZ40A8JT023213,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CABINADO,UD,CRONER,THAILAND                                                    ,DIESEL,4X2,17000,3,2018
2019,ENERO,AZA860,LIMA,JPCYZ40A8JT022238,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CABINADO,UD,CRONER,THAILAND                                                    ,DIESEL,4X2,17000,2,2018
2019,ENERO,AZA895,LIMA,JPCYZ40A5JT022438,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CABINADO,UD,CRONER PKE,THAILAND                                                    ,DIESEL,4X2,17000,2,2018
2019,ENERO,AZB914,LIMA,JPCYZ40A2JT023238,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CABINADO,UD,CRONER,THAILAND                                                    ,DIESEL,4X2,17000,3,2018
2019,ENERO,AZC836,LIMA,JPCYAX0A5JT022450,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CABINADO,UD,CRONER MKE,THAILAND                                                    ,DIESEL,4X2,11500,2,2018
2019,ABRIL,BAG896,LIMA,YV2X1G1A3KA843964,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,VOLVO,FM11 4X2T,SWEDEN                                                      ,DIESEL,4X2,18000,2,2019
2019,ABRIL,BAE722,LIMA,YV2RG40D1KA842412,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,VOLVO,FH 6X4T,SWEDEN                                                      ,DIESEL,6X4,25000,2,2019
2019,ABRIL,BAD881,LIMA,YV2RG30DXKA842287,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,VOLVO,FH 6X4T,SWEDEN                                                      ,DIESEL,6X4,25000,2,2019
2019,ABRIL,BAD786,LIMA,YV2RG30D3KA842972,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,VOLVO,FH 6X4T,SWEDEN                                                      ,DIESEL,6X4,25000,2,2019
2019,ABRIL,BAD756,LIMA,YV2RG30D3KA842342,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,VOLVO,FH 6X4T,SWEDEN                                                      ,DIESEL,6X4,25000,2,2019
2019,ABRIL,BAC923,LIMA,YV2RG30D6KA842934,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,VOLVO,FH 6X4T,SWEDEN                                                      ,DIESEL,6X4,25000,2,2019
2019,ABRIL,BAC919,LIMA,YV2RG30D1KA842470,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,VOLVO,FH 6X4T,SWEDEN                                                      ,DIESEL,6X4,25000,2,2019
2019,ABRIL,BAB830,LIMA,YV2RG30D6KA842352,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,VOLVO,FH 6X4T,SWEDEN                                                      ,DIESEL,6X4,25000,2,2019
2019,ABRIL,BAB796,LIMA,YV2RG30DXKA842371,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,VOLVO,FH 6X4T,SWEDEN                                                      ,DIESEL,6X4,25000,2,2019
2019,ABRIL,BAB763,LIMA,YV2RG30D4KA842401,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,VOLVO,FH 6X4T,SWEDEN                                                      ,DIESEL,6X4,25000,2,2019
2019,ABRIL,BAA907,LIMA,YV2RG40D3KA842525,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,VOLVO,FH 6X4T,SWEDEN                                                      ,DIESEL,6X4,25000,2,2019
2019,ABRIL,AZZ878,LIMA,YV2RG30D2KA842333,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,VOLVO,FH 6X4T,SWEDEN                                                      ,DIESEL,6X4,25000,2,2019
2019,ABRIL,BAD743,LIMA,9BVRG30D9LE865642,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,VOLVO,FH 6X4T,BRAZIL                                                      ,DIESEL,6X4,25000,2,2019
2019,ABRIL,BAC814,LIMA,9BVRG30D1LE865643,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,VOLVO,FH 6X4T,BRAZIL                                                      ,DIESEL,6X4,25000,2,2019
2019,ABRIL,BAC896,LIMA,9BVRG40D9LE865576,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,VOLVO,FH 6X4T,BRAZIL                                                      ,DIESEL,6X4,25000,2,2019
2019,ABRIL,BAC848,LIMA,9BVRG40D6LE865575,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,VOLVO,FH 6X4T,BRAZIL                                                      ,DIESEL,6X4,25000,2,2019
2019,ABRIL,BAF735,LIMA,93KP0S1G0KE163370,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CABINADO,VOLVO,VM 8X4R,BRAZIL                                                      ,DIESEL,8X4,32000,2,2019
2019,ABRIL,BAG867,LIMA,93KP0S1DXKE162749,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CABINADO,VOLVO,VM 6X4R,BRAZIL                                                      ,DIESEL,6X4,25000,2,2018
2019,ABRIL,T9Z817,TRUJILLO,93KP0R1A6KE162880,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,FURGON,VOLVO,VM 4X2R,BRAZIL                                                      ,DIESEL,4X2,17500,2,2019
2019,ABRIL,BAI755,LIMA,YV2XG30D2KA842386,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CABINADO,VOLVO,FMX 6X4R,SWEDEN                                                      ,DIESEL,6X4,25000,2,2019
2019,ABRIL,BAH864,LIMA,YV2XG30D1KA842394,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CABINADO,VOLVO,FMX 6X4R,SWEDEN                                                      ,DIESEL,6X4,25000,2,2019
2019,ABRIL,BAG845,LIMA,YV2XG30D2KA842422,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CABINADO,VOLVO,FMX 6X4R,SWEDEN                                                      ,DIESEL,6X4,25000,2,2019
2019,ABRIL,BAG866,LIMA,YV2XG30DXKA842426,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CABINADO,VOLVO,FMX 6X4R,SWEDEN                                                      ,DIESEL,6X4,25000,2,2019
2019,ABRIL,BAG757,LIMA,YV2XG30D4KA842275,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CABINADO,VOLVO,FMX 6X4R,SWEDEN                                                      ,DIESEL,6X4,25000,2,2019
2019,ABRIL,BAF939,LIMA,YV2XG30D2KA842548,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CABINADO,VOLVO,FMX 6X4R,SWEDEN                                                      ,DIESEL,6X4,25000,2,2019
2019,ABRIL,BAF833,LIMA,YV2XG30DXKA842541,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CABINADO,VOLVO,FMX 6X4R,SWEDEN                                                      ,DIESEL,6X4,25000,2,2019
2019,ABRIL,BAF766,LIMA,YV2XG30DXKA842359,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CABINADO,VOLVO,FMX 6X4R,SWEDEN                                                      ,DIESEL,6X4,25000,2,2019
2019,ABRIL,BAF732,LIMA,YV2XG30D4KA842521,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CABINADO,VOLVO,FMX 6X4R,SWEDEN                                                      ,DIESEL,6X4,25000,2,2019
2019,ABRIL,T9Y874,TRUJILLO,YV2XG30D2KA842291,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CABINADO,VOLVO,FMX 6X4R,SWEDEN                                                      ,DIESEL,6X4,25000,2,2019
2019,ABRIL,BAF712,LIMA,YV2XG30D7KA842366,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CABINADO,VOLVO,FMX 6X4R,SWEDEN                                                      ,DIESEL,6X4,25000,2,2019
2019,ABRIL,BAE944,LIMA,YV2XG30D2KA842355,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CABINADO,VOLVO,FMX 6X4R,SWEDEN                                                      ,DIESEL,6X4,25000,2,2019
2019,ABRIL,BAF720,LIMA,YV2XG30DXKA842376,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CABINADO,VOLVO,FMX 6X4R,SWEDEN                                                      ,DIESEL,6X4,25000,2,2019
2019,ABRIL,BAF716,LIMA,YV2XG30D7KA842349,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CABINADO,VOLVO,FMX 6X4R,SWEDEN                                                      ,DIESEL,6X4,25000,2,2019
2019,ABRIL,BAE915,LIMA,YV2XG30D1KA842511,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CABINADO,VOLVO,FMX 6X4R,SWEDEN                                                      ,DIESEL,6X4,25000,2,2019
2019,ABRIL,T9Y888,TRUJILLO,YV2XG30D1KA842430,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CABINADO,VOLVO,FMX 6X4R,SWEDEN                                                      ,DIESEL,6X4,25000,2,2019
2019,ABRIL,T9Y882,TRUJILLO,YV2XG30D0KA842404,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CABINADO,VOLVO,FMX 6X4R,SWEDEN                                                      ,DIESEL,6X4,25000,2,2019
2019,ABRIL,T9Y877,TRUJILLO,YV2XG30D5KA842463,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CABINADO,VOLVO,FMX 6X4R,SWEDEN                                                      ,DIESEL,6X4,25000,2,2019
2019,ABRIL,BAE796,LIMA,YV2XG30D6KA842326,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CABINADO,VOLVO,FMX 6X4R,SWEDEN                                                      ,DIESEL,6X4,25000,2,2019
2019,ABRIL,T9Y867,TRUJILLO,YV2XG30D3KA842445,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CABINADO,VOLVO,FMX 6X4R,SWEDEN                                                      ,DIESEL,6X4,25000,2,2019
2019,ABRIL,T9Y860,TRUJILLO,YV2XG30D4KA842440,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CABINADO,VOLVO,FMX 6X4R,SWEDEN                                                      ,DIESEL,6X4,25000,2,2019
2019,ABRIL,T9Y859,TRUJILLO,YV2XG30D9KA842286,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CABINADO,VOLVO,FMX 6X4R,SWEDEN                                                      ,DIESEL,6X4,25000,2,2019
2019,ABRIL,BAC748,LIMA,YV2XG30D8KA842280,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CABINADO,VOLVO,FMX 6X4R,SWEDEN                                                      ,DIESEL,6X4,25000,2,2019
2019,ABRIL,BAC730,LIMA,YV2XG30D3KA842400,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CABINADO,VOLVO,FMX 6X4R,SWEDEN                                                      ,DIESEL,6X4,25000,2,2019
2019,ABRIL,BAB758,LIMA,YV2XG30D5KA842477,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CABINADO,VOLVO,FMX 6X4R,SWEDEN                                                      ,DIESEL,6X4,25000,2,2019
2019,ABRIL,BAA919,LIMA,YV2XG30D9KA842370,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CABINADO,VOLVO,FMX 6X4R,SWEDEN                                                      ,DIESEL,6X4,25000,2,2019
2019,ABRIL,F2V964,LIMA,9BVT2T127KE387784,Vehiculos de las categorias M2 y M3 para el servicio de tranporte interprovincial de personas.,"MINIBUS,OMNIBUS",BUSES Y CHASISES,OMNIBUS INTERURBANO,VOLVO,B450R 6X2 ,BRAZIL                                                      ,DIESEL,6X2,26500,46,2019
2019,ABRIL,F2V967,LIMA,9BVT2T121KE387778,Vehiculos de las categorias M2 y M3 para el servicio de tranporte interprovincial de personas.,"MINIBUS,OMNIBUS",BUSES Y CHASISES,OMNIBUS INTERURBANO,VOLVO,B450R 6X2 ,BRAZIL                                                      ,DIESEL,6X2,26500,46,2019
2019,ABRIL,F2W964,LIMA,9BVT2T124KE387788,Vehiculos de las categorias M2 y M3 para el servicio de tranporte interprovincial de personas.,"MINIBUS,OMNIBUS",BUSES Y CHASISES,OMNIBUS INTERURBANO,VOLVO,B450R 6X2 ,BRAZIL                                                      ,DIESEL,6X2,26500,46,2019
2019,ABRIL,F2V953,LIMA,9BVT2T12XKE387777,Vehiculos de las categorias M2 y M3 para el servicio de tranporte interprovincial de personas.,"MINIBUS,OMNIBUS",BUSES Y CHASISES,OMNIBUS INTERURBANO,VOLVO,B450R 6X2 ,BRAZIL                                                      ,DIESEL,6X2,26500,46,2019
2019,ABRIL,F2U967,LIMA,9BVT2T120KE387786,Vehiculos de las categorias M2 y M3 para el servicio de tranporte interprovincial de personas.,"MINIBUS,OMNIBUS",BUSES Y CHASISES,OMNIBUS INTERURBANO,VOLVO,B450R 6X2 ,BRAZIL                                                      ,DIESEL,6X2,26500,46,2019
2019,ABRIL,F2U964,LIMA,9BVT2T121KE387781,Vehiculos de las categorias M2 y M3 para el servicio de tranporte interprovincial de personas.,"MINIBUS,OMNIBUS",BUSES Y CHASISES,OMNIBUS INTERURBANO,VOLVO,B450R 6X2 ,BRAZIL                                                      ,DIESEL,6X2,26500,46,2019
2019,ABRIL,F2X953,LIMA,9BVT2T125KE387783,Vehiculos de las categorias M2 y M3 para el servicio de tranporte interprovincial de personas.,"MINIBUS,OMNIBUS",BUSES Y CHASISES,OMNIBUS INTERURBANO,VOLVO,B450R 6X2 ,BRAZIL                                                      ,DIESEL,6X2,26500,46,2019
2019,ABRIL,F2W961,LIMA,9BVT2T122KE387773,Vehiculos de las categorias M2 y M3 para el servicio de tranporte interprovincial de personas.,"MINIBUS,OMNIBUS",BUSES Y CHASISES,OMNIBUS INTERURBANO,VOLVO,B450R 6X2 ,BRAZIL                                                      ,DIESEL,6X2,26500,46,2019
2019,ABRIL,F2W952,LIMA,9BVT2T123KE387782,Vehiculos de las categorias M2 y M3 para el servicio de tranporte interprovincial de personas.,"MINIBUS,OMNIBUS",BUSES Y CHASISES,OMNIBUS INTERURBANO,VOLVO,B450R 6X2 ,BRAZIL                                                      ,DIESEL,6X2,26500,46,2019
2019,ABRIL,F2W951,LIMA,9BVT2T12XKE387780,Vehiculos de las categorias M2 y M3 para el servicio de tranporte interprovincial de personas.,"MINIBUS,OMNIBUS",BUSES Y CHASISES,OMNIBUS INTERURBANO,VOLVO,B450R 6X2 ,BRAZIL                                                      ,DIESEL,6X2,26500,46,2019
2019,ABRIL,F2V950,LIMA,9BVT2T128KE387776,Vehiculos de las categorias M2 y M3 para el servicio de tranporte interprovincial de personas.,"MINIBUS,OMNIBUS",BUSES Y CHASISES,OMNIBUS INTERURBANO,VOLVO,B450R 6X2 ,BRAZIL                                                      ,DIESEL,6X2,26500,46,2019
2019,ABRIL,V0K827,AREQUIPA,YV2XG40E2JA828906,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,VOLVO,FMX540,SWEDEN                                                      ,DIESEL,6X6,25000,2,2018
2019,ABRIL,F2W960,LIMA,9BVT2T128KE387793,Vehiculos de las categorias M2 y M3 para el servicio de tranporte interprovincial de personas.,"MINIBUS,OMNIBUS",BUSES Y CHASISES,OMNIBUS INTERURBANO,VOLVO,B450R 6X2,BRAZIL                                                      ,DIESEL,6X2,26500,46,2019
2019,ABRIL,F2V968,LIMA,9BVT2T12XKE387794,Vehiculos de las categorias M2 y M3 para el servicio de tranporte interprovincial de personas.,"MINIBUS,OMNIBUS",BUSES Y CHASISES,OMNIBUS INTERURBANO,VOLVO,B450R 6X2,BRAZIL                                                      ,DIESEL,6X2,26500,46,2019
2019,ABRIL,F2V954,LIMA,9BVT2T121KE387795,Vehiculos de las categorias M2 y M3 para el servicio de tranporte interprovincial de personas.,"MINIBUS,OMNIBUS",BUSES Y CHASISES,OMNIBUS INTERURBANO,VOLVO,B450R 6X2,BRAZIL                                                      ,DIESEL,6X2,26500,46,2019
2019,ABRIL,F2U968,LIMA,9BVT2T122KE387787,Vehiculos de las categorias M2 y M3 para el servicio de tranporte interprovincial de personas.,"MINIBUS,OMNIBUS",BUSES Y CHASISES,OMNIBUS INTERURBANO,VOLVO,B450R 6X2,BRAZIL                                                      ,DIESEL,6X2,26500,46,2019
2019,ABRIL,F2U965,LIMA,9BVT2T124KE387791,Vehiculos de las categorias M2 y M3 para el servicio de tranporte interprovincial de personas.,"MINIBUS,OMNIBUS",BUSES Y CHASISES,OMNIBUS INTERURBANO,VOLVO,B450R 6X2,BRAZIL                                                      ,DIESEL,6X2,26500,46,2019
2019,ABRIL,F2W962,LIMA,9BVT2T129KE387785,Vehiculos de las categorias M2 y M3 para el servicio de tranporte interprovincial de personas.,"MINIBUS,OMNIBUS",BUSES Y CHASISES,OMNIBUS INTERURBANO,VOLVO,B450R 6X2,BRAZIL                                                      ,DIESEL,6X2,26500,46,2019
2019,ABRIL,F2W953,LIMA,9BVT2T122KE387790,Vehiculos de las categorias M2 y M3 para el servicio de tranporte interprovincial de personas.,"MINIBUS,OMNIBUS",BUSES Y CHASISES,OMNIBUS INTERURBANO,VOLVO,B450R 6X2,BRAZIL                                                      ,DIESEL,6X2,26500,46,2019
2019,ABRIL,F2W950,LIMA,9BVT2T126KE387792,Vehiculos de las categorias M2 y M3 para el servicio de tranporte interprovincial de personas.,"MINIBUS,OMNIBUS",BUSES Y CHASISES,OMNIBUS INTERURBANO,VOLVO,B450R 6X2,BRAZIL                                                      ,DIESEL,6X2,26500,46,2019
2019,ABRIL,F2V965,LIMA,9BVT2T126KE387789,Vehiculos de las categorias M2 y M3 para el servicio de tranporte interprovincial de personas.,"MINIBUS,OMNIBUS",BUSES Y CHASISES,OMNIBUS INTERURBANO,VOLVO,B450R 6X2,BRAZIL                                                      ,DIESEL,6X2,26500,46,2019
2019,ABRIL,BAG805,LIMA,YV2X1G1A8JA828987,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,VOLVO,FM11 4X2T,SWEDEN                                                      ,DIESEL,4X2,18000,2,2018
2019,ABRIL,BAC761,LIMA,YV2X1G1A1JA830631,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,VOLVO,FM11 4X2T,SWEDEN                                                      ,DIESEL,4X2,18000,2,2018
2019,ABRIL,BAF756,LIMA,YV2X1G1A3JA834549,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,VOLVO,FM11 4X2T,SWEDEN                                                      ,DIESEL,4X2,18000,2,2018
2019,ABRIL,T9Z827,TRUJILLO,YV2X1G1A2KA836052,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,VOLVO,FM11 4X2T,SWEDEN                                                      ,DIESEL,4X2,18000,2,2018
2019,ABRIL,BAD838,LIMA,9BVXG20D2KE860638,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,VOLVO,FM 6X4T,BRAZIL                                                      ,DIESEL,6X4,25000,2,2018
2019,ABRIL,BAB921,LIMA,9BVXG20D4JE858581,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,VOLVO,FM 6X4T,BRAZIL                                                      ,DIESEL,6X4,25000,2,2018
2019,ABRIL,V0J871,AREQUIPA,9BVRG30D0KE860134,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,VOLVO,FH 6X4T,BRAZIL                                                      ,DIESEL,6X4,25000,2,2018
2019,ABRIL,BAE849,LIMA,9BVRG30D1JE859265,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,VOLVO,FH 6X4T,UNITED KINGDOM                                              ,DIESEL,6X4,25000,2,2018
2019,ABRIL,BAD818,LIMA,9BVRG30D6JE859263,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,VOLVO,FH 6X4T,UNITED KINGDOM                                              ,DIESEL,6X4,25000,2,2018
2019,ABRIL,BAH856,LIMA,9BVRG30D5KE861441,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,VOLVO,FH 6X4T,BRAZIL                                                      ,DIESEL,6X4,25000,2,2018
2019,ABRIL,T9Y838,TRUJILLO,93KP0S1D8KE162843,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CABINADO,VOLVO,VM 6X4R,BRAZIL                                                      ,DIESEL,6X4,25000,2,2018
2019,ABRIL,BAC931,LIMA,93KP0S1C2JE161625,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CABINADO,VOLVO,VM 6X2R,BRAZIL                                                      ,DIESEL,6X2,24000,2,2018
2019,ABRIL,BAE714,LIMA,93KP0S1C5KE162692,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CABINADO,VOLVO,VM 6X2R,BRAZIL                                                      ,DIESEL,6X2,24000,2,2018
2019,ABRIL,BAD862,LIMA,93KP0R1A1JE162357,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CABINADO,VOLVO,VM 4X2R,UNITED KINGDOM                                              ,DIESEL,4X2,16800,2,2018
2019,ABRIL,BAF794,LIMA,93KP0R1A9JE162147,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CABINADO,VOLVO,VM 4X2R,BRAZIL                                                      ,DIESEL,4X2,16800,2,2018
2019,ABRIL,BAE811,LIMA,93KXG30G0JE859248,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CABINADO,VOLVO,FMX 8X4R,UNITED KINGDOM                                              ,DIESEL,8X4,32000,2,2018
2019,ABRIL,BAB891,LIMA,93KXG30G8KE859414,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CABINADO,VOLVO,FMX 8X4R,UNITED KINGDOM                                              ,DIESEL,8X4,32000,2,2018
2019,ABRIL,T9X913,TRUJILLO,93KXG30G7KE859473,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CABINADO,VOLVO,FMX 8X4R,UNITED KINGDOM                                              ,DIESEL,8X4,32000,2,2018
2019,ABRIL,EAB939,LIMA,93KXG30D4JE858303,Placa Gubernamental - Vehiculos Livianos y Pesados,CAMIONES Y TRACTO,CAMIONES,CABINADO,VOLVO,FMX 6X4R,BRAZIL                                                      ,DIESEL,6X4,25000,2,2018
