ANIO;MARCA;MODELO;CAMIONES_TRACTO;CARROCERIA;ANIOFAB;PESOBRUTO;FORMULA_RODANTE;ENERO;FEBRERO;MARZO;ABRIL;MAYO;JUNIO;JULIO;AGOSTO;SEPTIEMBRE;OCTUBRE;NOVIEMBRE;DICIEMBRE;TTL;ORIGEN;TIPO;CLASE_FINAL
2015;FOTON;AUMARK;CAMIONES;CABINADO;2014;5,495;4X2;0;0;0;0;1;0;0;0;0;0;0;0;1;Chino;RIGID;XLDV
2015;FOTON;AUMARK;CAMIONES;CABINADO;2014;5,495;4X2;0;0;0;0;1;0;0;1;0;0;0;0;2;Chino;RIGID;XLDV
2015;FOTON;AUMARK;CAMIONES;CABINADO;2014;6,300;4X2;0;0;0;0;0;0;1;0;0;0;0;0;1;Chino;RIGID;LDV
2015;FOTON;AUMARK;CAMIONES;CABINADO;2014;6,300;4X2;0;0;0;0;0;0;3;0;0;0;0;0;3;Chino;RIGID;LDV
2015;FOTON;AUMARK;CAMIONES;CABINADO;2014;6,300;4X2;0;0;0;0;0;0;0;1;0;0;0;0;1;Chino;RIGID;LDV
2015;FOTON;AUMARK;CAMIONES;CABINADO;2014;7,540;4X2;0;0;0;0;0;0;1;0;0;0;0;0;1;Chino;RIGID;LDV
2015;FOTON;AUMARK;CAMIONES;CABINADO;2014;9,750;4X2;0;0;0;0;0;0;1;0;0;0;0;0;1;Chino;RIGID;LDV
2015;FOTON;AUMARK;CAMIONES;CABINADO;2014;9,750;4X2;0;0;0;0;0;0;2;0;0;0;0;0;2;Chino;RIGID;LDV
2015;FOTON;AUMARK;CAMIONES;CABINADO;2015;10,500;4X2;0;0;0;0;0;0;1;0;0;0;0;0;1;Chino;RIGID;MDV
2015;FOTON;AUMARK;CAMIONES;CABINADO;2015;10,500;4X2;0;0;0;0;0;0;1;1;0;0;0;0;2;Chino;RIGID;MDV
2015;FOTON;AUMARK;CAMIONES;CABINADO;2015;5,495;4X2;0;0;0;0;0;0;0;0;2;0;0;0;2;Chino;RIGID;XLDV
2015;FOTON;AUMARK;CAMIONES;CABINADO;2015;5,495;4X2;0;0;7;0;8;2;0;2;2;3;0;0;24;Chino;RIGID;XLDV
2015;FOTON;AUMARK;CAMIONES;CABINADO;2015;5,495;4X2;0;0;0;0;0;1;0;0;0;3;0;0;4;Chino;RIGID;XLDV
2015;FOTON;AUMARK;CAMIONES;CABINADO;2015;5,495;4X2;0;1;0;0;0;0;0;0;0;0;0;0;1;Chino;RIGID;XLDV
2015;FOTON;AUMARK;CAMIONES;CABINADO;2015;6,300;4X2;0;0;0;1;0;0;1;0;0;0;0;0;2;Chino;RIGID;LDV
2015;FOTON;AUMARK;CAMIONES;CABINADO;2015;6,300;4X2;0;0;0;1;0;0;0;0;0;1;0;0;2;Chino;RIGID;LDV
2015;FOTON;AUMARK;CAMIONES;CABINADO;2015;6,300;4X2;1;0;0;0;0;0;0;0;0;0;0;0;1;Chino;RIGID;LDV
2015;FOTON;AUMARK;CAMIONES;CABINADO;2015;6,300;4X2;1;0;1;1;0;2;2;5;3;2;0;0;17;Chino;RIGID;LDV
2015;FOTON;AUMARK;CAMIONES;CABINADO;2015;6,300;4X2;0;0;0;0;0;0;1;0;0;0;0;0;1;Chino;RIGID;LDV
2015;FOTON;AUMARK;CAMIONES;CABINADO;2015;6,300;4X2;0;1;0;0;0;0;0;0;0;0;0;0;1;Chino;RIGID;LDV
2015;FOTON;AUMARK;CAMIONES;CABINADO;2015;9,650;4X2;0;0;0;0;0;0;2;0;0;1;0;0;3;Chino;RIGID;LDV
2015;FOTON;AUMARK;CAMIONES;CABINADO;2014;5,495;4X2;1;0;0;0;0;0;0;0;0;0;0;0;1;Chino;RIGID;XLDV
2015;FOTON;AUMARK;CAMIONES;CABINADO;2015;5,495;4X2;0;1;0;0;0;0;0;0;0;0;0;0;1;Chino;RIGID;XLDV
2015;FOTON;AUMARK;CAMIONES;CABINADO;2015;5,495;4X2;0;1;0;0;0;0;0;0;0;0;0;0;1;Chino;RIGID;XLDV
2015;FOTON;AUMARK;CAMIONES;CABINADO;2015;5,495;4X2;0;3;0;0;1;0;0;0;0;0;0;0;4;Chino;RIGID;XLDV
2015;FOTON;AUMARK;CAMIONES;CABINADO;2015;5,495;4X2;0;2;0;0;0;0;0;0;0;0;0;0;2;Chino;RIGID;XLDV
2015;FOTON;AUMARK;CAMIONES;CABINADO;2015;5,650;4X2;0;0;0;0;0;0;1;0;0;0;0;0;1;Chino;RIGID;XLDV
2015;FOTON;AUMAN;CAMIONES;CABINADO;2013;11,420;4X2;0;0;1;2;0;0;0;0;1;0;0;9;13;Chino;RIGID;MDV
2015;FOTON;AUMAN;CAMIONES;CABINADO;2013;11,420;4X2;0;0;0;0;0;0;0;0;0;0;0;2;2;Chino;RIGID;MDV
2015;FOTON;AUMAN;CAMIONES;CABINADO;2013;11,420;4X2;0;0;0;1;0;0;0;0;0;0;0;0;1;Chino;RIGID;MDV
2015;FOTON;AUMAN;CAMIONES;CABINADO;2013;13,240;4X2;0;0;0;1;0;0;0;0;0;0;0;0;1;Chino;RIGID;MDV
2015;FOTON;AUMAN;CAMIONES;CABINADO;2013;13,240;4X2;0;0;0;2;1;0;0;0;1;0;0;0;4;Chino;RIGID;MDV
2015;FOTON;AUMAN;CAMIONES;CABINADO;2014;13,240;4X2;0;0;0;0;1;0;0;0;0;0;0;0;1;Chino;RIGID;MDV
2015;FOTON;AUMAN;CAMIONES;CABINADO;2014;13,240;4X2;0;0;0;0;1;0;0;1;0;0;0;0;2;Chino;RIGID;MDV
2015;FOTON;AUMAN;CAMIONES;CABINADO;2015;15,100;4X2;0;0;0;0;0;0;2;8;1;1;0;0;12;Chino;RIGID;MDV
2015;FOTON;AUMAN;CAMIONES;CABINADO;2015;15,100;4X2;0;0;0;0;0;0;0;1;0;0;0;0;1;Chino;RIGID;MDV
2015;FOTON;AUMAN;CAMIONES;CABINADO;2013;13,240;4X2;0;0;0;1;0;0;0;0;0;0;0;0;1;Chino;RIGID;MDV
2015;FOTON;AUMAN;CAMIONES;CABINADO;2014;11,420;4X2;0;0;0;0;0;1;0;0;0;0;0;0;1;Chino;RIGID;MDV
2015;FOTON;AUMAN;CAMIONES;CABINADO;2014;11,420;4X2;0;0;0;0;0;1;0;0;0;0;0;0;1;Chino;RIGID;MDV
2015;FOTON;AUMAN;CAMIONES;CABINADO;2014;32,500;6X4;0;0;0;0;0;0;1;0;0;0;0;0;1;Chino;RIGID;HDV
2015;FOTON;AUMARK;CAMIONES;CABINADO;2013;5,495;4X2;0;0;0;0;1;0;0;0;0;0;0;0;1;Chino;RIGID;XLDV
2015;FOTON;AUMARK;CAMIONES;CABINADO;2014;14,150;4X2;0;0;0;0;0;0;1;0;0;0;0;0;1;Chino;RIGID;MDV
2015;FOTON;AUMARK;CAMIONES;CABINADO;2014;14,150;4X2;0;0;0;0;0;0;1;0;0;0;0;0;1;Chino;RIGID;MDV
2015;FOTON;AUMARK;CAMIONES;CABINADO;2014;14,150;4X2;0;0;0;0;0;0;1;0;0;0;0;0;1;Chino;RIGID;MDV
2015;FOTON;AUMARK;CAMIONES;CABINADO;2014;14,150;4X2;0;0;0;0;0;0;0;4;3;1;0;0;8;Chino;RIGID;MDV
2015;FOTON;AUMARK;CAMIONES;CABINADO;2014;14,150;4X2;0;0;0;0;0;0;0;1;0;0;0;0;1;Chino;RIGID;MDV
2015;FOTON;AUMARK;CAMIONES;CABINADO;2014;5,495;4X2;0;0;1;0;0;0;0;0;0;0;0;0;1;Chino;RIGID;XLDV
2015;FOTON;AUMARK;CAMIONES;CABINADO;2014;5,495;4X2;0;0;0;0;0;0;0;1;0;0;0;0;1;Chino;RIGID;XLDV
2015;FOTON;AUMARK;CAMIONES;CABINADO;2014;5,495;4X2;0;0;3;0;1;0;0;0;0;0;0;0;4;Chino;RIGID;XLDV
2015;FOTON;AUMARK;CAMIONES;CABINADO;2014;5,495;4X2;0;0;2;0;0;0;0;0;0;0;0;0;2;Chino;RIGID;XLDV
2015;FOTON;AUMARK;CAMIONES;CABINADO;2015;5,495;4X2;0;1;0;0;0;0;0;0;1;0;0;0;2;Chino;RIGID;XLDV
2015;FOTON;AUMARK;CAMIONES;CABINADO;2015;5,495;4X2;0;0;0;0;0;0;0;0;0;1;0;0;1;Chino;RIGID;XLDV
2015;FOTON;AUMARK;CAMIONES;CABINADO;2015;5,495;4X2;0;1;0;0;0;0;0;0;1;0;3;0;5;Chino;RIGID;XLDV
2015;FOTON;AUMARK;CAMIONES;CABINADO;2015;5,495;4X2;0;1;0;0;0;0;0;0;0;1;0;0;2;Chino;RIGID;XLDV
2015;FOTON;AUMAN;CAMIONES;HORMIGONERA;2013;35,000;6X4;0;0;4;0;0;0;0;0;0;0;0;0;4;Chino;RIGID;HDV
2015;FOTON;AUMAN;CAMIONES;HORMIGONERA;2014;35,000;6X4;1;0;0;0;0;0;0;0;0;0;0;0;1;Chino;RIGID;HDV
2015;FOTON;AUMAN;CAMIONES;HORMIGONERA;2014;35,000;6X4;1;0;0;0;0;0;0;0;0;0;0;0;1;Chino;RIGID;HDV
2015;FOTON;AUMAN;CAMIONES;HORMIGONERA;OTROS;35,000;6X4;0;0;2;0;0;0;0;0;0;0;0;0;2;Chino;RIGID;HDV
2015;FOTON;AUMAN;CAMIONES;HORMIGONERA;2014;32,000;6X4;0;0;0;0;0;0;1;0;0;0;0;0;1;Chino;RIGID;HDV
2015;FOTON;AUMAN;CAMIONES;REMOLCADOR;2014;32,500;6X4;0;0;0;0;0;0;1;0;0;0;0;0;1;Chino;RIGID;HDV
2015;FOTON;AUMAN;CAMIONES;VOLQUETE;2014;41,000;6X4;0;0;3;0;0;0;0;0;0;0;0;0;3;Chino;RIGID;HDV
2015;FOTON;AUMAN;CAMIONES;VOLQUETE;2014;41,000;6X4;0;0;0;0;0;0;1;0;0;0;0;0;1;Chino;RIGID;HDV
2015;FOTON;AUMAN;CAMIONES;VOLQUETE;2013;41,000;6X4;0;0;0;0;0;1;0;0;0;0;0;0;1;Chino;RIGID;HDV
2015;FOTON;AUMAN;CAMIONES;VOLQUETE;2013;41,000;6X4;0;0;0;0;4;11;5;2;1;0;0;0;23;Chino;RIGID;HDV
2015;FOTON;AUMAN;CAMIONES;VOLQUETE;2013;41,000;6X4;0;0;0;0;0;1;0;0;0;0;0;0;1;Chino;RIGID;HDV
2015;FOTON;AUMAN;CAMIONES;VOLQUETE;2013;41,000;6X4;0;0;0;0;1;0;0;0;0;0;0;0;1;Chino;RIGID;HDV
2015;FOTON;AUMAN;TRACTOCAMIONES;REMOLCADOR;2013;32,500;6X4;0;0;0;0;0;0;0;0;0;0;3;0;3;Chino;TRACTO;HDV
2015;FOTON;AUMAN;TRACTOCAMIONES;REMOLCADOR;2013;32,500;6X4;0;0;0;0;0;0;0;0;0;0;1;0;1;Chino;TRACTO;HDV
2015;FOTON;AUMAN;TRACTOCAMIONES;REMOLCADOR;2013;32,500;6X4;0;0;0;0;0;0;0;0;1;0;0;0;1;Chino;TRACTO;HDV
2015;FOTON;AUMAN;TRACTOCAMIONES;REMOLCADOR;2013;32,500;6X4;0;0;0;0;0;0;0;0;0;0;1;0;1;Chino;TRACTO;HDV
2015;FOTON;AUMAN;TRACTOCAMIONES;REMOLCADOR;2013;32,500;6X4;4;0;2;1;0;0;0;0;8;5;12;0;32;Chino;TRACTO;HDV
2015;FOTON;AUMAN;TRACTOCAMIONES;REMOLCADOR;2013;32,500;6X4;0;0;0;0;0;0;0;0;0;0;1;0;1;Chino;TRACTO;HDV
2015;FOTON;AUMAN;TRACTOCAMIONES;REMOLCADOR;2013;32,500;6X4;1;0;0;0;0;0;0;0;0;0;0;0;1;Chino;TRACTO;HDV
2015;FOTON;AUMAN;TRACTOCAMIONES;REMOLCADOR;2014;32,500;6X4;0;0;0;0;0;1;0;0;0;0;0;0;1;Chino;TRACTO;HDV
2015;FORLAND;AUMARK;CAMIONES;AUXILIO;2015;5,495;4X2;0;0;0;1;0;0;0;0;0;0;0;0;1;Chino;RIGID;XLDV
2015;FORLAND;AUMARK;CAMIONES;AUXILIO;2015;5,495;4X2;0;0;0;1;0;0;0;0;0;0;0;0;1;Chino;RIGID;XLDV
2015;FORLAND;AUMARK;CAMIONES;BARANDA;2014;5,495;4X2;0;0;0;1;0;0;0;0;0;0;0;0;1;Chino;RIGID;XLDV
2015;FORLAND;BJ1043V8JEA-S;CAMIONES;BARANDA;2014;6,000;4X2;0;0;1;0;0;0;1;0;0;0;0;0;2;Chino;RIGID;LDV
2015;FORLAND;BJ1043V8JEA-S;CAMIONES;BARANDA;2014;6,000;4X2;1;0;0;0;0;0;0;0;0;0;0;0;1;Chino;RIGID;LDV
2015;FORLAND;BJ1043V8JEA-S;CAMIONES;BARANDA;2014;6,000;4X2;0;0;0;0;0;0;1;0;0;0;0;0;1;Chino;RIGID;LDV
2015;FORLAND;BJ1043V9JEA-H;CAMIONES;BARANDA;2014;4,430;4X2;0;0;0;0;0;2;0;0;0;0;0;0;2;Chino;RIGID;XLDV
2015;FORLAND;BJ1043V9JEA-H;CAMIONES;BARANDA;2014;4,430;4X2;0;0;0;0;0;1;0;0;0;0;0;0;1;Chino;RIGID;XLDV
2015;FORLAND;BJ1059VCJD6-3;CAMIONES;BARANDA;2014;6,290;4X2;1;0;0;0;0;0;0;0;0;0;0;0;1;Chino;RIGID;LDV
2015;FORLAND;BJ1059VCJD6-3;CAMIONES;BARANDA;2014;6,290;4X2;0;0;0;0;0;0;0;0;0;0;0;1;1;Chino;RIGID;LDV
2015;FORLAND;BJ1059VCJD6-3;CAMIONES;BARANDA;2014;6,290;4X2;1;0;1;0;0;0;0;0;0;1;1;2;6;Chino;RIGID;LDV
2015;FORLAND;BJ1059VCJD6-3;CAMIONES;BARANDA;2014;6,290;4X2;0;0;0;0;0;0;0;0;0;2;0;1;3;Chino;RIGID;LDV
2015;FORLAND;BJ1059VCJD6-3;CAMIONES;BARANDA;2015;6,290;4X2;0;0;1;0;0;0;0;0;0;0;0;0;1;Chino;RIGID;LDV
2015;FORLAND;BJ1059VCJD6-3;CAMIONES;BARANDA;2015;6,290;4X2;0;0;0;0;0;0;0;1;0;0;0;0;1;Chino;RIGID;LDV
2015;FORLAND;BJ1059VCJD6-3;CAMIONES;BARANDA;2015;6,290;4X2;0;0;1;0;0;0;0;0;0;0;0;0;1;Chino;RIGID;LDV
2015;FORLAND;BJ1059VCJD6-3;CAMIONES;BARANDA;2015;6,290;4X2;0;0;0;1;0;0;0;0;0;0;0;0;1;Chino;RIGID;LDV
2015;FORLAND;BJ1059VCJD6-3;CAMIONES;BARANDA;2015;6,290;4X2;3;1;2;5;2;0;0;0;0;0;0;0;13;Chino;RIGID;LDV
2015;FORLAND;BJ1063VCJFA;CAMIONES;BARANDA;OTROS;9,040;4X2;0;0;0;0;0;0;0;1;0;0;0;0;1;Chino;RIGID;LDV
2015;FORLAND;BJ1063VCJFA;CAMIONES;BARANDA;OTROS;9,040;4X2;0;0;0;0;0;1;0;0;0;0;0;0;1;Chino;RIGID;LDV
2015;FORLAND;BJ1063VCJFA-1;CAMIONES;BARANDA;2015;9,040;4X2;0;1;0;0;0;0;0;0;0;0;0;0;1;Chino;RIGID;LDV
2015;FORLAND;BJ1063VCJFA-1;CAMIONES;BARANDA;OTROS;9,040;4X2;0;0;0;1;0;0;0;0;0;0;0;0;1;Chino;RIGID;LDV
2015;FORLAND;BJ1063VCJFA-1;CAMIONES;BARANDA;OTROS;9,040;4X2;0;0;0;0;1;0;0;0;0;0;0;0;1;Chino;RIGID;LDV
2015;FORLAND;INCAPOWER 65;CAMIONES;BARANDA;2014;10,020;4X2;0;0;0;0;0;0;1;0;0;0;0;0;1;Chino;RIGID;MDV
2015;FORLAND;INCAPOWER F45;CAMIONES;BARANDA;2015;10,020;4X2;0;0;0;0;0;2;0;1;2;0;0;0;5;Chino;RIGID;MDV
2015;FORLAND;INCAPOWER F45;CAMIONES;BARANDA;2015;10,020;4X2;0;0;0;0;0;1;0;0;0;0;0;0;1;Chino;RIGID;MDV
2015;FORLAND;INCAPOWER F45;CAMIONES;BARANDA;2015;10,020;4X2;0;0;0;0;2;2;0;1;0;0;0;0;5;Chino;RIGID;MDV
2015;FORLAND;INCAPOWER F45;CAMIONES;BARANDA;2015;10,020;4X2;0;0;0;0;0;1;0;0;0;0;0;0;1;Chino;RIGID;MDV
2015;FORLAND;INCAPOWER F45;CAMIONES;BARANDA;2015;10,020;4X2;0;0;0;0;0;1;0;0;0;0;0;0;1;Chino;RIGID;MDV
2015;FORLAND;INCAPOWER F65;CAMIONES;BARANDA;2014;10,020;4X2;0;0;0;0;0;1;0;0;0;0;0;0;1;Chino;RIGID;MDV
2015;FORLAND;INCAPOWER F65;CAMIONES;BARANDA;2014;10,020;4X2;0;0;0;0;0;0;1;0;0;0;0;0;1;Chino;RIGID;MDV
2015;FORLAND;INCAPOWER F65;CAMIONES;BARANDA;OTROS;10,020;4X2;0;0;0;0;1;0;0;0;0;0;0;0;1;Chino;RIGID;MDV
2015;FORLAND;INCAPOWER F80;CAMIONES;BARANDA;2014;11,555;4X2;0;0;0;1;1;0;0;0;0;0;0;1;3;Chino;RIGID;MDV
2015;FORLAND;INCAPOWER F80;CAMIONES;BARANDA;2014;11,555;4X2;0;0;0;0;0;2;0;0;0;0;0;0;2;Chino;RIGID;MDV
2015;FORLAND;INCAPOWER F80;CAMIONES;BARANDA;2014;11,555;4X2;0;0;1;1;1;1;1;0;0;0;1;0;6;Chino;RIGID;MDV
2015;FORLAND;INCAPOWER F80;CAMIONES;BARANDA;2014;11,555;4X2;0;0;0;0;1;0;0;0;0;0;0;0;1;Chino;RIGID;MDV
2015;FORLAND;INCAPOWER;CAMIONES;BARANDA;2015;10,420;4X2;0;0;0;0;0;0;0;0;0;1;0;0;1;Chino;RIGID;MDV
2015;FORLAND;INCAPOWER;CAMIONES;BARANDA;2015;10,420;4X2;1;0;0;0;0;0;0;0;0;0;0;0;1;Chino;RIGID;MDV
2015;FORLAND;INCAPOWER;CAMIONES;BARANDA;2015;10,420;4X2;0;0;0;0;0;0;1;0;0;1;0;0;2;Chino;RIGID;MDV
2015;FORLAND;INCAPOWER;CAMIONES;BARANDA;2015;6,290;4X2;0;0;0;0;0;0;1;0;0;0;0;0;1;Chino;RIGID;LDV
2015;FORLAND;INCAPOWER;CAMIONES;BARANDA;2015;6,290;4X2;0;0;0;0;0;0;0;0;0;1;0;0;1;Chino;RIGID;LDV
2015;FORLAND;INCAPOWER;CAMIONES;BARANDA;2015;6,290;4X2;0;1;0;0;0;0;0;0;0;0;0;0;1;Chino;RIGID;LDV
2015;FORLAND;INCAPOWER;CAMIONES;BARANDA;2015;6,290;4X2;0;0;0;0;1;0;0;0;0;0;0;0;1;Chino;RIGID;LDV
2015;FORLAND;INCAPOWER;CAMIONES;BARANDA;2015;6,290;4X2;0;0;0;0;0;0;2;0;0;0;0;0;2;Chino;RIGID;LDV
2015;FORLAND;INCAPOWER;CAMIONES;BARANDA;2015;6,290;4X2;0;0;0;0;0;1;1;1;2;0;0;0;5;Chino;RIGID;LDV
2015;FORLAND;INCAPOWER;CAMIONES;BARANDA;2015;6,290;4X2;0;0;0;0;0;0;1;0;0;0;0;0;1;Chino;RIGID;LDV
2015;FORLAND;INCAPOWER F110;CAMIONES;BARANDA;2013;17,345;4X2;0;0;0;0;1;0;0;0;0;0;0;0;1;Chino;RIGID;MHDV
2015;FORLAND;INCAPOWER F110;CAMIONES;BARANDA;2013;17,345;4X2;0;0;0;1;0;0;0;0;0;0;0;0;1;Chino;RIGID;MHDV
2015;FORLAND;INCAPOWER F110;CAMIONES;BARANDA;2013;17,345;4X2;1;0;0;0;2;0;0;0;1;0;0;2;6;Chino;RIGID;MHDV
2015;FORLAND;INCAPOWER F110;CAMIONES;BARANDA;2013;17,345;4X2;0;0;0;1;0;0;0;0;0;0;0;0;1;Chino;RIGID;MHDV
2015;FORLAND;INCAPOWER F110;CAMIONES;BARANDA;2014;17,345;4X2;0;0;0;0;0;0;1;0;0;0;0;0;1;Chino;RIGID;MHDV
2015;FORLAND;INCAPOWER F110;CAMIONES;BARANDA;2014;17,345;4X2;0;0;0;0;0;1;0;0;0;0;0;0;1;Chino;RIGID;MHDV
2015;FORLAND;INCAPOWER F110;CAMIONES;BARANDA;2015;17,345;4X2;0;1;0;0;0;0;0;0;0;0;0;0;1;Chino;RIGID;MHDV
2015;FORLAND;INCAPOWER F130;CAMIONES;BARANDA;2013;17,995;4X2;0;0;0;0;0;0;0;0;0;0;0;1;1;Chino;RIGID;MHDV
2015;FORLAND;INCAPOWER F130;CAMIONES;BARANDA;2013;17,995;4X2;0;0;0;1;0;0;0;0;0;0;0;0;1;Chino;RIGID;MHDV
2015;FORLAND;INCAPOWER F130;CAMIONES;BARANDA;2015;17,995;4X2;0;1;0;0;0;0;0;0;0;0;0;0;1;Chino;RIGID;MHDV
2015;FORLAND;BJ1103VG;CAMIONES;CABINADO;2013;11,030;4X2;0;0;0;0;0;0;0;0;1;0;0;0;1;Chino;RIGID;MDV
2015;FORLAND;BJ1142V5PDB-F1;CAMIONES;CABINADO;2013;11,420;4X2;0;0;0;0;0;0;1;0;0;0;0;0;1;Chino;RIGID;MDV
2015;FORLAND;INCAPOWER F110;CAMIONES;CABINADO;2014;17,345;4X2;0;0;0;0;0;0;1;0;0;0;0;0;1;Chino;RIGID;MHDV
2015;FORLAND;INCAPOWER F110;CAMIONES;CABINADO;2014;17,345;4X2;0;0;0;0;0;1;1;0;0;0;0;0;2;Chino;RIGID;MHDV
2015;FORLAND;INCAPOWER F110;CAMIONES;CABINADO;2014;17,345;4X2;0;0;0;0;0;0;0;0;1;0;0;0;1;Chino;RIGID;MHDV
2015;FORLAND;INCAPOWER F110;CAMIONES;CABINADO;2014;17,345;4X2;0;0;1;0;0;0;0;0;0;0;0;0;1;Chino;RIGID;MHDV
2015;FORLAND;INCAPOWER F130;CAMIONES;CABINADO;2014;17,995;4X2;0;0;0;0;0;0;0;0;0;1;0;0;1;Chino;RIGID;MHDV
2015;FORLAND;INCAPOWER F130;CAMIONES;CABINADO;2014;17,995;4X2;0;0;2;1;0;4;2;0;0;2;0;0;11;Chino;RIGID;MHDV
2015;FORLAND;INCAPOWER F130;CAMIONES;CABINADO;2014;17,995;4X2;0;0;0;0;0;0;0;0;0;0;0;1;1;Chino;RIGID;MHDV
2015;FORLAND;INCAPOWER F130;CAMIONES;CABINADO;2014;17,995;4X2;1;0;0;0;0;0;0;0;0;0;0;0;1;Chino;RIGID;MHDV
2015;FORLAND;BJ3042V3PBB;CAMIONES;VOLQUETE;2014;11,470;4X2;1;0;0;0;0;0;0;0;0;0;0;0;1;Chino;RIGID;MDV
2015;FORLAND;BJ3042V3PBB;CAMIONES;VOLQUETE;2014;11,470;4X2;0;0;1;0;0;0;0;0;0;0;0;0;1;Chino;RIGID;MDV
2015;FORLAND;BJ3042V3PBB-A2;CAMIONES;VOLQUETE;2014;11,470;4X2;0;0;1;0;0;0;0;0;0;0;0;0;1;Chino;RIGID;MDV
2015;FORLAND;BJ3042V3PBB-A2;CAMIONES;VOLQUETE;2014;11,470;4X2;0;0;0;0;0;0;0;0;1;0;0;1;2;Chino;RIGID;MDV
2015;FORLAND;BJ3042V3PBB-A2;CAMIONES;VOLQUETE;2014;11,470;4X2;1;0;0;0;0;0;0;0;1;1;0;1;4;Chino;RIGID;MDV
2015;FORLAND;BJ3042V3PBB-A2;CAMIONES;VOLQUETE;2014;11,470;4X2;1;0;0;0;0;0;0;0;0;0;1;0;2;Chino;RIGID;MDV
2015;FORLAND;BJ3042V3PBB-A2;CAMIONES;VOLQUETE;2014;11,470;4X2;0;0;0;0;0;0;0;0;1;0;0;0;1;Chino;RIGID;MDV
2015;FORLAND;BJ3042V3PBB-A2;CAMIONES;VOLQUETE;2014;11,470;4X2;2;0;0;0;0;0;0;0;0;0;0;1;3;Chino;RIGID;MDV
2015;FORLAND;BJ3042V3PBB-A2;CAMIONES;VOLQUETE;2014;11,470;4X2;2;0;2;0;0;0;0;0;0;0;0;0;4;Chino;RIGID;MDV
2015;FORLAND;BJ3042V3PBB-A2;CAMIONES;VOLQUETE;2015;11,470;4X2;0;3;0;0;0;0;0;0;0;0;0;0;3;Chino;RIGID;MDV
2015;FORLAND;INCAPOWER FD20;CAMIONES;VOLQUETE;2014;5,490;4X2;0;0;0;1;0;0;0;0;0;0;0;0;1;Chino;RIGID;XLDV
2015;FORLAND;INCAPOWER FD20;CAMIONES;VOLQUETE;2014;5,490;4X2;0;0;1;0;0;1;0;0;0;0;0;0;2;Chino;RIGID;XLDV
2015;FORLAND;INCAPOWER FD20;CAMIONES;VOLQUETE;2014;5,490;4X2;0;0;1;0;0;0;0;0;0;0;0;0;1;Chino;RIGID;XLDV
2015;FORLAND;INCAPOWER FD20;CAMIONES;VOLQUETE;2014;5,490;4X2;0;0;3;1;0;1;1;0;1;0;0;0;7;Chino;RIGID;XLDV
2015;FORLAND;INCAPOWER FD20;CAMIONES;VOLQUETE;2015;5,490;4X2;0;0;0;0;0;0;0;0;0;1;0;0;1;Chino;RIGID;XLDV
2015;FORLAND;INCAPOWER FD20;CAMIONES;VOLQUETE;2015;5,490;4X2;0;3;0;0;0;0;0;0;0;0;0;0;3;Chino;RIGID;XLDV
2015;FORLAND;INCAPOWER FD20;CAMIONES;VOLQUETE;2015;5,490;4X2;0;0;0;1;0;0;0;0;0;0;0;0;1;Chino;RIGID;XLDV
2015;FORLAND;INCAPOWER FD30;CAMIONES;VOLQUETE;2014;5,500;4X2;1;0;0;0;0;0;0;0;0;0;0;0;1;Chino;RIGID;XLDV
2015;FORLAND;INCAPOWER FD40;CAMIONES;VOLQUETE;2015;5,490;4X2;0;0;0;0;0;0;0;0;0;1;0;0;1;Chino;RIGID;XLDV
2015;FORLAND;INCAPOWER FD40;CAMIONES;VOLQUETE;2015;5,490;4X2;0;0;0;0;1;0;0;0;0;0;0;0;1;Chino;RIGID;XLDV
2015;FORLAND;INCAPOWER FD40;CAMIONES;VOLQUETE;OTROS;5,490;4X2;0;0;0;0;0;1;0;1;1;0;0;0;3;Chino;RIGID;XLDV
2015;FORLAND;INCAPOWER FD40;CAMIONES;VOLQUETE;OTROS;5,490;4X2;0;0;0;0;0;1;0;0;0;0;0;0;1;Chino;RIGID;XLDV
2015;FORLAND;INCAPOWER FD40;CAMIONES;VOLQUETE;OTROS;5,490;4X2;1;0;0;0;0;2;1;5;2;0;1;0;12;Chino;RIGID;XLDV
2015;FORLAND;INCAPOWER;CAMIONES;VOLQUETE;2015;8,610;4X2;0;0;0;0;0;0;2;0;0;0;0;0;2;Chino;RIGID;LDV
2015;FORLAND;INCAPOWER;CAMIONES;VOLQUETE;2015;8,610;4X2;0;0;0;0;0;0;1;0;0;0;0;0;1;Chino;RIGID;LDV
2015;FORLAND;INCAPOWER;CAMIONES;VOLQUETE;2015;8,610;4X2;0;0;0;0;0;0;0;1;0;0;0;0;1;Chino;RIGID;LDV
2015;FORLAND;BJ3052V3PBB-A1;CAMIONES;VOLQUETE;2015;4,500;4X2;0;2;0;0;0;0;0;0;1;0;0;0;3;Chino;RIGID;XLDV
2015;FORLAND;BJ3062V3PDB-B2;CAMIONES;VOLQUETE;2013;14,555;4X2;1;0;0;0;0;0;0;0;0;0;0;0;1;Chino;RIGID;MDV
2015;FORLAND;BJ3062V3PDB-B2;CAMIONES;VOLQUETE;OTROS;14,555;4X2;1;0;1;0;0;0;0;0;0;0;0;0;2;Chino;RIGID;MDV
2015;FORLAND;INCAPOWER FD130;CAMIONES;VOLQUETE;2013;24,500;4X2;0;0;0;0;1;0;0;0;0;0;0;0;1;Chino;RIGID;MHDV
