ANIO;MARCA;MODELO;CAMIONES_TRACTO;CARROCERIA;ANIOFAB;PESOBRUTO;FORMULA_RODANTE;ENERO;FEBRERO;MARZO;ABRIL;MAYO;JUNIO;JULIO;AGOSTO;SEPTIEMBRE;OCTUBRE;NOVIEMBRE;DICIEMBRE;TTL;ORIGEN;TIPO;CLASE_FINAL
2017;MITSUBISHI;EURO 3-5TON;CAMIONES;CABINADO;2017;7500;4X2;0;0;0;0;0;0;0;7;0;0;0;0;7;Japon;RIGID;LDV
2017;MITSUBISHI;FK750 EURO 3;CAMIONES;CABINADO;2017;11000;4X2;0;0;0;0;2;1;0;0;0;0;0;0;3;Japon;RIGID;MDV
2017;MITSUBISHI;FK750 EURO 3;CAMIONES;CABINADO;2016;11000;4X2;1;0;0;1;0;0;0;0;0;0;0;0;2;Japon;RIGID;MDV
2017;MITSUBISHI;FUSO FK;CAMIONES;CABINADO;2016;11000;4X2;1;1;0;0;0;0;0;0;0;0;0;0;2;Japon;RIGID;MDV
2017;MITSUBISHI;2528 R 6X2 CHC;CAMIONES;CABINADO;2017;25000;6X2;0;0;0;0;0;0;0;0;0;1;0;0;1;Japon;RIGID;MHDV
2017;MITSUBISHI;FJ2528 R 6X2 CHC;CAMIONES;CABINADO;2016;25000;6X2;0;0;0;0;0;0;0;1;0;0;0;0;1;Japon;RIGID;MHDV
2017;MITSUBISHI;FM1060 EURO3;CAMIONES;CABINADO;2016;16000;4X2;0;0;0;0;0;1;0;0;0;0;0;0;1;Japon;RIGID;MHDV
2017;MITSUBISHI;FUSO FK750 EURO 3;CAMIONES;CABINADO;2017;11000;4X2;0;0;0;0;0;0;0;0;0;1;0;0;1;Japon;RIGID;MDV
2017;MITSUBISHI;1217 CHC;CAMIONES;CABINADO;2016;11990;4X2;0;0;0;0;0;0;1;0;0;0;0;0;1;Japon;RIGID;MDV
2017;MITSUBISHI;FA914 CHC;CAMIONES;CABINADO;2017;9600;4X2;0;0;0;0;0;0;0;1;0;0;0;0;1;Japon;RIGID;LDV
2017;MITSUBISHI;EURO 3-4TON;CAMIONES;CABINADO;2017;6500;4X2;0;0;0;0;0;0;0;1;0;0;0;0;1;Japon;RIGID;LDV
2017;MITSUBISHI;EURO 3-5TON;CAMIONES;CABINADO;2017;7500;4X2;0;0;0;0;0;0;0;1;0;0;0;0;1;Japon;RIGID;LDV
2017;MITSUBISHI;EURO 3-5TON;CAMIONES;CABINADO;2016;7500;4X2;0;2;0;0;0;0;0;0;0;0;0;0;2;Japon;RIGID;LDV
2017;MITSUBISHI;914 CHC;CAMIONES;CABINADO;2016;9600;4X2;2;3;1;4;3;3;0;0;0;0;0;0;16;Japon;RIGID;LDV
2017;MITSUBISHI;914 CHC;CAMIONES;CABINADO;2017;9600;4X2;0;0;0;0;0;0;0;0;0;0;0;1;1;Japon;RIGID;LDV
2017;MITSUBISHI;914 CHC;CAMIONES;CABINADO;2017;9600;4X2;0;0;0;0;0;0;1;0;1;3;3;0;8;Japon;RIGID;LDV
2017;MITSUBISHI;CANTER 3-5TON;CAMIONES;CABINADO;2017;7500;4X2;0;0;0;0;0;0;0;0;0;0;0;2;2;Japon;RIGID;LDV
2017;MITSUBISHI;CANTER EURO 3-4TON;CAMIONES;CABINADO;2017;6500;4X2;0;0;0;0;0;0;0;0;0;2;0;0;2;Japon;RIGID;LDV
2017;MITSUBISHI;CANTER EURO 3-5TON;CAMIONES;CABINADO;2017;7500;4X2;0;0;0;0;0;0;0;0;6;3;0;0;9;Japon;RIGID;LDV
2017;MITSUBISHI;CANTER;CAMIONES;CABINADO;2017;7500;4X2;0;0;0;1;0;7;0;0;0;0;0;0;8;Japon;RIGID;LDV
2017;MITSUBISHI;CANTER;CAMIONES;CABINADO;2016;7500;4X2;1;0;0;1;0;0;0;0;0;0;0;0;2;Japon;RIGID;LDV
2017;MITSUBISHI;CANTER;CAMIONES;CABINADO;2017;7500;4X2;0;0;0;0;0;0;3;0;4;0;2;0;9;Japon;RIGID;LDV
2017;MITSUBISHI;EURO 3-4TON;CAMIONES;CABINADO;2016;6500;4X2;1;1;1;0;0;0;0;0;0;0;0;0;3;Japon;RIGID;LDV
2017;MITSUBISHI;EURO 3-4TON;CAMIONES;CABINADO;2017;6500;4X2;0;0;0;0;1;0;0;0;0;0;0;0;1;Japon;RIGID;LDV
2017;MITSUBISHI;EURO 3-5TON;CAMIONES;CABINADO;2017;7500;4X2;0;0;0;0;3;0;0;0;0;0;0;0;3;Japon;RIGID;LDV
2017;MITSUBISHI;FA914 CHC;CAMIONES;CABINADO;2017;9600;4X2;0;0;0;0;0;0;0;1;0;0;0;0;1;Japon;RIGID;LDV
2017;MITSUBISHI;FK750 EURO 3;CAMIONES;CABINADO;2017;11000;4X2;0;0;0;0;1;0;0;0;0;0;0;0;1;Japon;RIGID;MDV
2017;MITSUBISHI;FK750 EURO 3;CAMIONES;CABINADO;2017;11000;4X2;0;0;0;0;0;0;0;0;0;1;0;0;1;Japon;RIGID;MDV
2017;MITSUBISHI;FUSO FK;CAMIONES;CABINADO;2017;11000;4X2;0;0;0;0;0;0;0;0;0;0;1;0;1;Japon;RIGID;MDV
2017;MITSUBISHI;2528 R 6X2 CHC;CAMIONES;CABINADO;2016;25000;6X2;0;0;1;0;0;0;0;0;0;0;0;0;1;Japon;RIGID;MHDV
2017;MITSUBISHI;FM1060 EURO3;CAMIONES;CABINADO;2016;16000;4X2;0;1;0;0;0;0;0;0;0;0;0;0;1;Japon;RIGID;MHDV
2017;MITSUBISHI;CANTER;CAMIONES;CABINADO;2017;7500;4X2;0;0;0;0;0;1;0;0;0;0;0;0;1;Japon;RIGID;LDV
2017;MITSUBISHI;FUSO FK;CAMIONES;CABINADO;2016;11000;4X2;0;0;0;0;0;0;0;0;0;0;1;0;1;Japon;RIGID;MDV
2017;MITSUBISHI;FM1060 EURO 3;CAMIONES;CABINADO;2016;16000;4X2;0;0;0;0;0;0;0;0;0;0;1;0;1;Japon;RIGID;MHDV
2017;MITSUBISHI;FI 1217 FSD;CAMIONES;BARANDA;2015;11990;4X2;2;1;0;0;0;0;0;0;0;0;0;0;3;Japon;RIGID;MDV
2017;MITSUBISHI;FI 1217 HSD;CAMIONES;BARANDA;2015;11990;4X2;0;0;0;0;0;0;0;1;0;0;0;0;1;Japon;RIGID;MDV
2017;MITSUBISHI;1217 CHC;CAMIONES;CABINADO;2016;11990;4X2;6;6;3;3;3;1;3;0;2;1;0;0;28;Japon;RIGID;MDV
2017;MITSUBISHI;1217 CHC;CAMIONES;CABINADO;2017;11990;4X2;0;0;0;0;0;0;0;0;0;0;0;5;5;Japon;RIGID;MDV
2017;MITSUBISHI;1217 CHC;CAMIONES;CABINADO;2017;11990;4X2;0;0;0;0;0;0;1;0;2;3;1;0;7;Japon;RIGID;MDV
2017;MITSUBISHI;914 CHC;CAMIONES;CABINADO;2016;9600;4X2;4;13;17;14;4;6;3;0;1;0;0;0;62;Japon;RIGID;LDV
2017;MITSUBISHI;914 CHC;CAMIONES;CABINADO;2017;9600;4X2;0;0;0;0;0;0;0;0;0;0;0;11;11;Japon;RIGID;LDV
2017;MITSUBISHI;914 CHC;CAMIONES;CABINADO;2017;9600;4X2;0;0;0;1;3;10;11;0;11;6;9;0;51;Japon;RIGID;LDV
2017;MITSUBISHI;CANTER 3-4TON;CAMIONES;CABINADO;2017;6500;4X2;0;0;0;0;0;0;0;0;0;0;0;20;20;Japon;RIGID;LDV
2017;MITSUBISHI;CANTER 3-4TON;CAMIONES;CABINADO;2017;6500;4X2;0;0;0;0;0;0;0;0;0;0;0;1;1;Japon;RIGID;LDV
2017;MITSUBISHI;CANTER 3-5TON;CAMIONES;CABINADO;2017;7500;4X2;0;0;0;0;0;0;0;0;0;0;0;1;1;Japon;RIGID;LDV
2017;MITSUBISHI;CANTER 3-5TON;CAMIONES;CABINADO;2017;7500;4X2;0;0;0;0;0;0;0;0;0;0;0;18;18;Japon;RIGID;LDV
2017;MITSUBISHI;CANTER EURO 3-4TON;CAMIONES;CABINADO;2017;6500;4X2;0;0;0;0;0;0;0;0;0;9;0;0;9;Japon;RIGID;LDV
2017;MITSUBISHI;CANTER EURO 3-5TON;CAMIONES;CABINADO;2017;7500;4X2;0;0;0;0;0;0;0;0;5;18;0;0;23;Japon;RIGID;LDV
2017;MITSUBISHI;CANTER;CAMIONES;CABINADO;2016;7500;4X2;3;0;0;4;0;0;0;0;0;0;0;0;7;Japon;RIGID;LDV
2017;MITSUBISHI;CANTER;CAMIONES;CABINADO;2017;7500;4X2;0;0;0;21;0;47;13;0;0;0;0;0;81;Japon;RIGID;LDV
2017;MITSUBISHI;CANTER;CAMIONES;CABINADO;2016;7500;4X2;18;0;7;2;0;0;0;0;0;0;0;0;27;Japon;RIGID;LDV
2017;MITSUBISHI;CANTER;CAMIONES;CABINADO;2017;7500;4X2;0;0;0;0;0;3;9;0;24;0;32;0;68;Japon;RIGID;LDV
2017;MITSUBISHI;EURO 3-4TON;CAMIONES;CABINADO;2016;6500;4X2;2;0;14;0;1;2;0;0;0;0;0;0;19;Japon;RIGID;LDV
2017;MITSUBISHI;EURO 3-4TON;CAMIONES;CABINADO;2017;6500;4X2;0;0;0;0;6;0;0;0;0;0;0;0;6;Japon;RIGID;LDV
2017;MITSUBISHI;EURO 3-4TON;CAMIONES;CABINADO;2017;6500;4X2;0;0;0;0;0;0;0;4;0;0;0;0;4;Japon;RIGID;LDV
2017;MITSUBISHI;EURO 3-5TON;CAMIONES;CABINADO;2016;7500;4X2;0;2;0;0;0;0;0;0;0;0;0;0;2;Japon;RIGID;LDV
2017;MITSUBISHI;EURO 3-5TON;CAMIONES;CABINADO;2017;7500;4X2;0;0;0;0;40;0;0;0;0;0;0;0;40;Japon;RIGID;LDV
2017;MITSUBISHI;EURO 3-5TON;CAMIONES;CABINADO;2016;7500;4X2;8;25;7;0;2;0;3;0;0;0;0;0;45;Japon;RIGID;LDV
2017;MITSUBISHI;EURO 3-5TON;CAMIONES;CABINADO;2017;7500;4X2;0;0;0;0;0;0;0;23;0;0;0;0;23;Japon;RIGID;LDV
2017;MITSUBISHI;FA914 CHC;CAMIONES;CABINADO;2017;9600;4X2;0;0;0;0;0;0;0;5;0;0;0;0;5;Japon;RIGID;LDV
2017;MITSUBISHI;FI1217 CHC;CAMIONES;CABINADO;2016;11990;4X2;0;0;0;0;0;0;0;2;0;0;0;0;2;Japon;RIGID;MDV
2017;MITSUBISHI;FI1217 CHC;CAMIONES;CABINADO;2017;11990;4X2;0;0;0;0;0;0;0;1;0;0;0;0;1;Japon;RIGID;MDV
2017;MITSUBISHI;FK 750 EURO 3;CAMIONES;CABINADO;2017;11000;4X2;0;0;0;0;0;0;0;0;0;0;0;2;2;Japon;RIGID;MDV
2017;MITSUBISHI;FK 750 EURO 3;CAMIONES;CABINADO;2017;11000;4X2;0;0;0;0;0;0;0;0;0;1;1;0;2;Japon;RIGID;MDV
2017;MITSUBISHI;FK750 EURO 3;CAMIONES;CABINADO;2017;11000;4X2;0;0;0;1;1;5;1;0;0;0;0;0;8;Japon;RIGID;MDV
2017;MITSUBISHI;FK750 EURO 3;CAMIONES;CABINADO;2016;11000;4X2;1;0;0;0;12;0;0;1;0;0;0;0;14;Japon;RIGID;MDV
2017;MITSUBISHI;FK750 EURO 3;CAMIONES;CABINADO;2017;11000;4X2;0;0;0;0;0;0;0;0;0;0;0;1;1;Japon;RIGID;MDV
2017;MITSUBISHI;FK750 EURO 3;CAMIONES;CABINADO;2017;11000;4X2;0;0;0;0;0;0;0;6;1;0;0;0;7;Japon;RIGID;MDV
2017;MITSUBISHI;FUSO FK 750 EURO 3;CAMIONES;CABINADO;2016;11000;4X2;0;0;0;0;0;0;0;0;0;1;0;0;1;Japon;RIGID;MDV
2017;MITSUBISHI;FUSO FK 750 EURO 3;CAMIONES;CABINADO;2017;11000;4X2;0;0;0;0;0;0;3;0;1;1;1;0;6;Japon;RIGID;MDV
2017;MITSUBISHI;FUSO FK;CAMIONES;CABINADO;2016;11000;4X2;1;0;0;0;0;0;0;0;0;0;0;0;1;Japon;RIGID;MDV
2017;MITSUBISHI;FUSO FK;CAMIONES;CABINADO;2016;11000;4X2;4;6;9;6;0;0;1;0;0;0;0;0;26;Japon;RIGID;MDV
2017;MITSUBISHI;FUSO FK;CAMIONES;CABINADO;2017;11000;4X2;0;0;0;0;0;0;0;0;0;0;0;8;8;Japon;RIGID;MDV
2017;MITSUBISHI;FUSO FK;CAMIONES;CABINADO;2017;11000;4X2;0;0;0;0;0;0;0;0;1;4;5;0;10;Japon;RIGID;MDV
2017;MITSUBISHI;FUSO FK;CAMIONES;CABINADO;2016;11000;4X2;0;3;1;0;0;0;0;0;0;0;0;0;4;Japon;RIGID;MDV
2017;MITSUBISHI;FUSO FK750 EURO 3;CAMIONES;CABINADO;2017;11000;4X2;0;0;0;0;0;0;0;0;0;0;0;1;1;Japon;RIGID;MDV
2017;MITSUBISHI;FUSO FK750 EURO 3;CAMIONES;CABINADO;2017;11000;4X2;0;0;0;0;0;0;0;0;2;1;0;0;3;Japon;RIGID;MDV
2017;MITSUBISHI;2528 R 6X2 CHC;CAMIONES;CABINADO;2016;25000;6X2;0;0;0;0;0;0;0;0;0;0;0;2;2;Japon;RIGID;MHDV
2017;MITSUBISHI;2528 R 6X2 CHC;CAMIONES;CABINADO;2016;25000;6X2;4;2;5;3;4;3;3;0;3;3;0;0;30;Japon;RIGID;MHDV
2017;MITSUBISHI;2528 R 6X2 CHC;CAMIONES;CABINADO;2017;25000;6X2;0;0;0;0;0;0;0;0;0;0;0;2;2;Japon;RIGID;MHDV
2017;MITSUBISHI;2528 R 6X2 CHC;CAMIONES;CABINADO;2017;25000;6X2;0;0;0;0;1;1;3;0;4;1;2;0;12;Japon;RIGID;MHDV
2017;MITSUBISHI;FJ;CAMIONES;CABINADO;2017;18000;4X2;0;0;0;0;0;0;0;0;0;0;1;0;1;Japon;RIGID;MHDV
2017;MITSUBISHI;FJ1828;CAMIONES;CABINADO;2017;18000;4X2;0;0;0;0;0;0;0;1;0;0;0;0;1;Japon;RIGID;MHDV
2017;MITSUBISHI;FJ2528 R 6X2 CHC;CAMIONES;CABINADO;2017;25000;6X2;0;0;0;0;0;0;0;2;0;0;0;0;2;Japon;RIGID;MHDV
2017;MITSUBISHI;FM1060 EURO 3;CAMIONES;CABINADO;2016;16000;4X2;0;0;0;0;0;0;0;0;0;0;0;1;1;Japon;RIGID;MHDV
2017;MITSUBISHI;FM1060 EURO 3;CAMIONES;CABINADO;2016;16000;4X2;0;0;0;0;0;0;0;0;0;1;0;0;1;Japon;RIGID;MHDV
2017;MITSUBISHI;FUSO FK;CAMIONES;CABINADO;2016;11000;4X2;0;1;1;0;0;0;0;0;0;0;0;0;2;Japon;RIGID;MDV
2017;MITSUBISHI;FUSO FM;CAMIONES;CABINADO;2015;16000;4X2;1;0;0;0;0;0;0;0;2;0;0;0;3;Japon;RIGID;MHDV
2017;MITSUBISHI;2528 D 6X4 16C;CAMIONES;VOLQUETE;2015;25000;6X4;1;0;0;0;0;0;0;0;0;0;0;0;1;Japon;RIGID;MHDV
2017;MITSUBISHI;2528 D 6X4 16C;CAMIONES;VOLQUETE;2016;25000;6X4;0;0;0;2;2;0;1;0;0;0;0;0;5;Japon;RIGID;MHDV
2017;MITSUBISHI;1217 CHC;CAMIONES;CABINADO;2016;11990;4X2;0;0;0;1;0;0;0;0;1;1;0;0;3;Japon;RIGID;MDV
2017;MITSUBISHI;914 CHC;CAMIONES;CABINADO;2016;9600;4X2;1;1;2;0;0;0;0;0;0;0;0;0;4;Japon;RIGID;LDV
2017;MITSUBISHI;914 CHC;CAMIONES;CABINADO;2017;9600;4X2;0;0;0;0;0;0;0;0;0;1;0;0;1;Japon;RIGID;LDV
2017;MITSUBISHI;CANTER 3-5TON;CAMIONES;CABINADO;2017;7500;4X2;0;0;0;0;0;0;0;0;0;0;0;1;1;Japon;RIGID;LDV
2017;MITSUBISHI;CANTER;CAMIONES;CABINADO;2017;7500;4X2;0;0;0;0;0;0;1;0;0;0;0;0;1;Japon;RIGID;LDV
2017;MITSUBISHI;CANTER;CAMIONES;CABINADO;2017;7500;4X2;0;0;0;0;0;0;1;0;4;0;1;0;6;Japon;RIGID;LDV
2017;MITSUBISHI;EURO 3-4TON;CAMIONES;CABINADO;2016;6500;4X2;1;2;0;0;0;0;0;0;0;0;0;0;3;Japon;RIGID;LDV
2017;MITSUBISHI;EURO 3-4TON;CAMIONES;CABINADO;2017;6500;4X2;0;0;0;0;0;0;0;1;0;0;0;0;1;Japon;RIGID;LDV
2017;MITSUBISHI;EURO 3-5TON;CAMIONES;CABINADO;2017;7500;4X2;0;0;0;0;2;0;0;0;0;0;0;0;2;Japon;RIGID;LDV
2017;MITSUBISHI;EURO 3-5TON;CAMIONES;CABINADO;2016;7500;4X2;0;1;1;2;0;0;0;0;0;0;0;0;4;Japon;RIGID;LDV
2017;MITSUBISHI;EURO 3-5TON;CAMIONES;CABINADO;2017;7500;4X2;0;0;0;0;0;0;0;2;0;0;0;0;2;Japon;RIGID;LDV
2017;MITSUBISHI;FA914 CHC;CAMIONES;CABINADO;2016;9600;4X2;0;0;0;0;0;0;0;1;0;0;0;0;1;Japon;RIGID;LDV
2017;MITSUBISHI;FA914 CHC;CAMIONES;CABINADO;2017;9600;4X2;0;0;0;0;0;0;0;1;0;0;0;0;1;Japon;RIGID;LDV
2017;MITSUBISHI;FK750 EURO 3;CAMIONES;CABINADO;2017;11000;4X2;0;0;0;0;0;1;1;0;0;0;0;0;2;Japon;RIGID;MDV
2017;MITSUBISHI;FK750 EURO 3;CAMIONES;CABINADO;2017;11000;4X2;0;0;0;0;0;0;0;2;0;0;0;0;2;Japon;RIGID;MDV
2017;MITSUBISHI;FUSO FK 750 EURO 3;CAMIONES;CABINADO;2017;11000;4X2;0;0;0;0;0;0;0;0;1;0;0;0;1;Japon;RIGID;MDV
2017;MITSUBISHI;FUSO FK;CAMIONES;CABINADO;2016;11000;4X2;1;1;1;1;0;1;0;0;0;0;0;0;5;Japon;RIGID;MDV
2017;MITSUBISHI;FUSO FK750 EURO 3;CAMIONES;CABINADO;2017;11000;4X2;0;0;0;0;0;0;0;0;0;0;0;1;1;Japon;RIGID;MDV
2017;MITSUBISHI;FUSO FK750 EURO 3;CAMIONES;CABINADO;2017;11000;4X2;0;0;0;0;0;0;0;0;0;1;0;0;1;Japon;RIGID;MDV
2017;MITSUBISHI;2528 R 6X2 CHC;CAMIONES;CABINADO;2016;25000;6X2;1;1;0;0;0;1;1;0;0;1;0;0;5;Japon;RIGID;MHDV
2017;MITSUBISHI;2528 R 6X2 CHC;CAMIONES;CABINADO;2017;25000;6X2;0;0;0;0;0;0;0;0;0;0;0;1;1;Japon;RIGID;MHDV
2017;MITSUBISHI;2528 R 6X2 CHC;CAMIONES;CABINADO;2017;25000;6X2;0;0;0;0;0;0;0;0;4;0;1;0;5;Japon;RIGID;MHDV
2017;MITSUBISHI;FJ2528 R 6X2 CHC;CAMIONES;CABINADO;2016;25000;6X2;0;0;0;0;0;0;0;1;0;0;0;0;1;Japon;RIGID;MHDV
2017;MITSUBISHI;FM1060 EURO3;CAMIONES;CABINADO;2016;16000;4X2;0;0;0;0;1;0;1;0;0;0;0;0;2;Japon;RIGID;MHDV
2017;MITSUBISHI;FUSO FM;CAMIONES;CABINADO;2015;16000;4X2;0;1;0;0;0;0;0;0;0;0;0;0;1;Japon;RIGID;MHDV
2017;MITSUBISHI;914 CHC;CAMIONES;CABINADO;2017;9600;4X2;0;0;0;0;0;0;0;0;0;0;0;1;1;Japon;RIGID;LDV
2017;MITSUBISHI;914 CHC;CAMIONES;CABINADO;2017;9600;4X2;0;0;0;0;0;1;0;0;0;0;0;0;1;Japon;RIGID;LDV
2017;MITSUBISHI;CANTER EURO 3-5TON;CAMIONES;CABINADO;2016;7500;4X2;0;0;0;0;0;0;0;0;0;1;0;0;1;Japon;RIGID;LDV
2017;MITSUBISHI;CANTER;CAMIONES;CABINADO;2017;7500;4X2;0;0;0;0;0;0;0;0;0;0;1;0;1;Japon;RIGID;LDV
2017;MITSUBISHI;EURO 3-5TON;CAMIONES;CABINADO;2016;7500;4X2;0;0;0;1;0;0;0;0;0;0;0;0;1;Japon;RIGID;LDV
2017;MITSUBISHI;1217 CHC;CAMIONES;CABINADO;2016;11990;4X2;0;0;1;0;0;0;0;0;0;0;0;0;1;Japon;RIGID;MDV
2017;MITSUBISHI;914 CHC;CAMIONES;CABINADO;2016;9600;4X2;0;1;2;0;0;1;0;0;0;0;0;0;4;Japon;RIGID;LDV
2017;MITSUBISHI;CANTER 3-4TON;CAMIONES;CABINADO;2017;6500;4X2;0;0;0;0;0;0;0;0;0;0;0;1;1;Japon;RIGID;LDV
2017;MITSUBISHI;CANTER EURO 3-4TON;CAMIONES;CABINADO;2017;6500;4X2;0;0;0;0;0;0;0;0;0;1;0;0;1;Japon;RIGID;LDV
2017;MITSUBISHI;CANTER EURO 3-5TON;CAMIONES;CABINADO;2017;7500;4X2;0;0;0;0;0;0;0;0;1;1;0;0;2;Japon;RIGID;LDV
2017;MITSUBISHI;CANTER;CAMIONES;CABINADO;2017;7500;4X2;0;0;0;0;0;1;0;0;0;0;0;0;1;Japon;RIGID;LDV
2017;MITSUBISHI;EURO 3-5TON;CAMIONES;CABINADO;2017;7500;4X2;0;0;0;0;1;0;0;0;0;0;0;0;1;Japon;RIGID;LDV
2017;MITSUBISHI;EURO 3-5TON;CAMIONES;CABINADO;2017;7500;4X2;0;0;0;0;0;0;0;1;0;0;0;0;1;Japon;RIGID;LDV
2017;MITSUBISHI;FUSO FK;CAMIONES;CABINADO;2016;11000;4X2;0;0;0;0;0;0;1;0;0;0;0;0;1;Japon;RIGID;MDV
2017;MITSUBISHI;2528 R 6X2 CHC;CAMIONES;CABINADO;2016;25000;6X2;0;0;2;0;0;0;0;0;0;1;0;0;3;Japon;RIGID;MHDV
2017;MITSUBISHI;2528 D 6X4 16C;CAMIONES;VOLQUETE;2015;25000;6X4;0;0;1;0;0;0;0;0;0;0;0;0;1;Japon;RIGID;MHDV
2017;MITSUBISHI;CANTER;CAMIONES;CABINADO;2017;7500;4X2;0;0;0;3;0;1;0;0;0;0;0;0;4;Japon;RIGID;LDV
2017;MITSUBISHI;CANTER;CAMIONES;CABINADO;2016;7500;4X2;0;0;1;0;0;0;0;0;0;0;0;0;1;Japon;RIGID;LDV
2017;MITSUBISHI;CANTER EURO 3-5TON;CAMIONES;CABINADO;2016;7500;4X2;0;0;0;0;0;0;0;1;0;0;0;0;1;Japon;RIGID;LDV
2017;MITSUBISHI;CANTER;CAMIONES;CABINADO;2017;7500;4X2;0;0;0;0;0;0;1;0;0;0;0;0;1;Japon;RIGID;LDV
2017;MITSUBISHI;EURO 3-5TON;CAMIONES;CABINADO;2016;7500;4X2;0;1;0;0;0;0;0;0;0;0;0;0;1;Japon;RIGID;LDV
2017;MITSUBISHI;FM1060 EURO 3;CAMIONES;CABINADO;2016;16000;4X2;0;0;0;0;0;0;0;0;0;0;1;0;1;Japon;RIGID;MHDV
2017;MITSUBISHI;1217 CHC;CAMIONES;CABINADO;2016;11990;4X2;0;0;2;0;1;1;0;0;0;0;0;0;4;Japon;RIGID;MDV
2017;MITSUBISHI;1217 CHC;CAMIONES;CABINADO;2017;11990;4X2;0;0;0;0;0;0;0;0;1;0;1;0;2;Japon;RIGID;MDV
2017;MITSUBISHI;914 CHC;CAMIONES;CABINADO;2016;9600;4X2;0;2;5;2;1;0;0;0;0;0;0;0;10;Japon;RIGID;LDV
2017;MITSUBISHI;914 CHC;CAMIONES;CABINADO;2017;9600;4X2;0;0;0;1;1;1;3;0;2;2;3;0;13;Japon;RIGID;LDV
2017;MITSUBISHI;CANTER 3-4TON;CAMIONES;CABINADO;2017;6500;4X2;0;0;0;0;0;0;0;0;0;0;0;1;1;Japon;RIGID;LDV
2017;MITSUBISHI;CANTER 3-5TON;CAMIONES;CABINADO;2017;7500;4X2;0;0;0;0;0;0;0;0;0;0;0;2;2;Japon;RIGID;LDV
2017;MITSUBISHI;CANTER EURO 3-4TON;CAMIONES;CABINADO;2017;6500;4X2;0;0;0;0;0;0;0;0;0;2;0;0;2;Japon;RIGID;LDV
2017;MITSUBISHI;CANTER EURO 3-5TON;CAMIONES;CABINADO;2017;7500;4X2;0;0;0;0;0;0;0;0;3;3;0;0;6;Japon;RIGID;LDV
2017;MITSUBISHI;CANTER;CAMIONES;CABINADO;2017;7500;4X2;0;0;0;1;0;6;1;0;0;0;0;0;8;Japon;RIGID;LDV
2017;MITSUBISHI;CANTER;CAMIONES;CABINADO;2016;7500;4X2;1;0;0;0;0;0;0;0;0;0;0;0;1;Japon;RIGID;LDV
2017;MITSUBISHI;CANTER;CAMIONES;CABINADO;2017;7500;4X2;0;0;0;0;0;1;2;0;3;0;5;0;11;Japon;RIGID;LDV
2017;MITSUBISHI;EURO 3-4TON;CAMIONES;CABINADO;2017;6500;4X2;0;0;0;0;0;0;0;2;0;0;0;0;2;Japon;RIGID;LDV
2017;MITSUBISHI;EURO 3-5TON;CAMIONES;CABINADO;2017;7500;4X2;0;0;0;0;3;0;0;0;0;0;0;0;3;Japon;RIGID;LDV
2017;MITSUBISHI;EURO 3-5TON;CAMIONES;CABINADO;2016;7500;4X2;0;0;3;3;0;0;0;0;0;0;0;0;6;Japon;RIGID;LDV
2017;MITSUBISHI;EURO 3-5TON;CAMIONES;CABINADO;2017;7500;4X2;0;0;0;0;0;0;0;2;0;0;0;0;2;Japon;RIGID;LDV
2017;MITSUBISHI;FA914 CHC;CAMIONES;CABINADO;2017;9600;4X2;0;0;0;0;0;0;0;3;0;0;0;0;3;Japon;RIGID;LDV
2017;MITSUBISHI;FI1217 CHC;CAMIONES;CABINADO;2017;11990;4X2;0;0;0;0;0;0;0;1;0;0;0;0;1;Japon;RIGID;MDV
2017;MITSUBISHI;FK750 EURO 3;CAMIONES;CABINADO;2016;11000;4X2;0;1;0;0;2;0;0;0;0;0;0;0;3;Japon;RIGID;MDV
2017;MITSUBISHI;FK750 EURO 3;CAMIONES;CABINADO;2017;11000;4X2;0;0;0;0;0;0;0;1;0;0;0;0;1;Japon;RIGID;MDV
2017;MITSUBISHI;FUSO FK 750 EURO 3;CAMIONES;CABINADO;2017;11000;4X2;0;0;0;0;0;0;0;0;2;0;0;0;2;Japon;RIGID;MDV
2017;MITSUBISHI;FUSO FK;CAMIONES;CABINADO;2016;11000;4X2;0;0;1;0;0;0;0;0;0;0;0;0;1;Japon;RIGID;MDV
2017;MITSUBISHI;FUSO FK;CAMIONES;CABINADO;2016;11000;4X2;2;0;0;1;0;1;0;0;0;0;0;0;4;Japon;RIGID;MDV
2017;MITSUBISHI;FUSO FK;CAMIONES;CABINADO;2017;11000;4X2;0;0;0;0;0;0;0;0;0;0;0;1;1;Japon;RIGID;MDV
2017;MITSUBISHI;FUSO FK750 EURO 3;CAMIONES;CABINADO;2017;11000;4X2;0;0;0;0;0;0;0;0;0;0;0;1;1;Japon;RIGID;MDV
2017;MITSUBISHI;FUSO FK750 EURO 3;CAMIONES;CABINADO;2017;11000;4X2;0;0;0;0;0;0;0;0;0;1;0;0;1;Japon;RIGID;MDV
2017;MITSUBISHI;2528 R 6X2 CHC;CAMIONES;CABINADO;2016;25000;6X2;0;3;2;1;2;0;1;0;1;0;1;0;11;Japon;RIGID;MHDV
2017;MITSUBISHI;2528 R 6X2 CHC;CAMIONES;CABINADO;2017;25000;6X2;0;0;0;0;0;1;0;0;1;0;0;0;2;Japon;RIGID;MHDV
