ANIO;MES;PLACA;OFICINA;SERIE;CLASEAAP;SUBCLASE;CARROCERIA;MARCA;MODELO;ORIGEN;COMBUSTIBLE;FORMULA;PBV;ASIENTOS;ANIOFAB
2019;ABRIL;BAA821;LIMA;1M1AN4HY1KM001399;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;25000;2;2018
2019;ABRIL;BAE922;LIMA;1M1AN4HY3KM001467;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;25000;2;2018
2019;ABRIL;BAE889;LIMA;1M1AN4HY6KM001480;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;25000;2;2018
2019;ABRIL;T9Y884;TRUJILLO;1M1AN4HY2KM001475;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;25000;2;2018
2019;ABRIL;BAE833;LIMA;1M1AN4HY8KM001478;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;25000;2;2018
2019;ABRIL;BAE731;LIMA;1M1AN4HY6KM001477;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;25000;2;2018
2019;ABRIL;T9Y804;TRUJILLO;1M1AN4HY6KM001446;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;25000;2;2018
2019;ABRIL;AZZ887;LIMA;1M1AN4HYXKM001448;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;25000;2;2018
2019;ABRIL;BAF937;LIMA;1M1AN4HY7KM001651;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;25000;2;2018
2019;ABRIL;BAF860;LIMA;1M1AN4HY0KM001670;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;25000;2;2018
2019;ABRIL;BAG736;LIMA;1M1AN4HY5KM001650;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;25000;2;2018
2019;ABRIL;BAF913;LIMA;1M1AN4HY9KM001652;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;25000;2;2018
2019;ABRIL;BAF779;LIMA;1M1AN4HY0KM001653;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;25000;2;2018
2019;ABRIL;BAF783;LIMA;1M1AN4HY7KM001648;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;25000;2;2018
2019;MARZO;AZV772;LIMA;1M1AW07Y9KM090081;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;CXU613E;UNITED STATES                                               ;DIESEL;6X4;27600;2;2018
2019;MARZO;AZT807;LIMA;1M1AN4HY6KM001219;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;27600;2;2018
2019;MARZO;AZR855;LIMA;1M1AN4HY5KM001213;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;27600;2;2018
2019;MARZO;AZX809;LIMA;1M1AN4HYXKM001644;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;27600;2;2018
2019;MARZO;AZU929;LIMA;1M1AN4HY3KM001274;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;27600;2;2018
2019;MARZO;AZS756;LIMA;1M1AN4HY3KM001372;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;27600;2;2018
2019;MARZO;AZR934;LIMA;1M1AN4HY8KM001206;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;27600;2;2018
2019;MARZO;AZX927;LIMA;1M1AN4HY9KM001635;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;27600;2;2018
2019;MARZO;AZV889;LIMA;1M1AN4HY3KM001498;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;27600;2;2018
2019;MARZO;AZU839;LIMA;1M1AN4HY2KM001461;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;27600;2;2018
2019;MARZO;AZY816;LIMA;1M1AN4HY7KM001634;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;27600;2;2018
2019;MARZO;AZX916;LIMA;1M1AN4HY0KM001636;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;27600;2;2018
2019;FEBRERO;T9V945;TRUJILLO;1M1AN4HY4KM001445;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;27600;2;2019
2019;FEBRERO;T9V898;TRUJILLO;1M1AN4HY7KM001472;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;27600;2;2019
2019;FEBRERO;V0G839;AREQUIPA;1M1AN4HY3KM001453;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;27600;2;2019
2019;FEBRERO;T9V880;TRUJILLO;1M1AN4HY0KM001460;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;27600;2;2019
2019;FEBRERO;T9V879;TRUJILLO;1M1AN4HY6KM001303;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;27600;2;2019
2019;FEBRERO;T9V932;TRUJILLO;1M1AN4HY3KM001260;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;27600;2;2019
2019;FEBRERO;AZP793;LIMA;1M1AN4HY1KM001497;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;27600;2;2019
2019;FEBRERO;T9V942;TRUJILLO;1M1AN4HY5KM001471;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;27600;2;2019
2019;FEBRERO;T9V896;TRUJILLO;1M1AN4HY1KM001452;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;27600;2;2019
2019;FEBRERO;AZL745;LIMA;1M1AN4HYXKM001479;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;27600;2;2019
2019;FEBRERO;AZK860;LIMA;1M1AN4HY0KM001393;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;27600;2;2019
2019;FEBRERO;T9V889;TRUJILLO;1M1AN4HY9KM001473;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;27600;2;2019
2019;FEBRERO;T9V888;TRUJILLO;1M1AN4HY7KM001455;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;27600;2;2019
2019;FEBRERO;T9V884;TRUJILLO;1M1AN4HY0KM001474;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;27600;2;2019
2019;FEBRERO;AZK886;LIMA;1M1AN4HY9KM001392;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;27600;2;2019
2019;FEBRERO;T9V878;TRUJILLO;1M1AN4HY4KM001462;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;27600;2;2019
2019;FEBRERO;T9V875;TRUJILLO;1M1AN4HY9KM001280;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;27600;2;2019
2019;FEBRERO;AZJ892;LIMA;1M1AN4HY2KM001315;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;27600;2;2019
2019;FEBRERO;AZJ853;LIMA;1M1AN4HY3KM001310;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;27600;2;2019
2019;FEBRERO;AZJ847;LIMA;1M1AN4HY6KM001365;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;27600;2;2019
2019;FEBRERO;AZJ915;LIMA;1M1AN4HYXKM001398;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;27600;2;2019
2019;FEBRERO;AZK743;LIMA;1M1AN4HY4KM001316;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;27600;2;2019
2019;FEBRERO;AZL840;LIMA;1M1AW07Y5JM088827;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;CXU613E;UNITED STATES;DIESEL;6X4;26600;2;2018
2019;ENERO;AZG869;LIMA;1M1AN4HY3KM001355;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;27600;2;2019
2019;ENERO;AZG767;LIMA;1M1AN4HY4KM001364;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;27600;2;2019
2019;ENERO;T9U917;TRUJILLO;1M1AN4HY0KM001362;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;27600;2;2019
2019;ENERO;T9U899;TRUJILLO;1M1AN4HY9KM001358;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;27600;2;2019
2019;ENERO;AZE746;LIMA;1M1AN4HYXKM001370;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;27600;2;2019
2019;ENERO;AZE721;LIMA;1M1AN4HYXKM001305;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;27600;2;2019
2019;ENERO;V0F753;AREQUIPA;1M1AN4HY8KM001299;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;27600;2;2019
2019;ENERO;AZD725;LIMA;1M1AN4HY0KM001278;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;AN64TX;UNITED STATES                                               ;DIESEL;6X4;27600;2;2019
2019;ENERO;AZH730;LIMA;1M1AW07Y7JM088828;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;MACK;CXU613E;UNITED STATES;DIESEL;6X4;26600;2;2018
2019;ABRIL;BAI792;LIMA;JPCYAX0A5JT022237;CAMIONES Y TRACTO;CAMIONES;CABINADO;UD;CRONER;SWEDEN                                                      ;DIESEL;4X2;11500;2;2018
2019;ABRIL;AZZ795;LIMA;JPCYAX0AXJT022234;CAMIONES Y TRACTO;CAMIONES;CABINADO;UD;CRONER;SWEDEN                                                      ;DIESEL;4X2;11500;2;2018
2019;ABRIL;AZZ882;LIMA;JPCYZ40A5JT023234;CAMIONES Y TRACTO;CAMIONES;CABINADO;UD;CRONER;THAILAND                                                    ;DIESEL;4X2;17000;3;2018
2019;ABRIL;AZZ794;LIMA;JPCYZ40A3JT022440;CAMIONES Y TRACTO;CAMIONES;CABINADO;UD;CRONER PKE;THAILAND                                                    ;DIESEL;4X2;17000;2;2018
2019;ABRIL;BAC838;LIMA;JPCYAX0A3JT022432;CAMIONES Y TRACTO;CAMIONES;CABINADO;UD;CRONER MKE;THAILAND                                                    ;DIESEL;4X2;11500;2;2018
2019;ABRIL;BAB909;LIMA;JPCYAX0A1JT022431;CAMIONES Y TRACTO;CAMIONES;CABINADO;UD;CRONER MKE;THAILAND                                                    ;DIESEL;4X2;11500;2;2018
2019;ABRIL;BAB713;LIMA;JPCYAX0A4JT022441;CAMIONES Y TRACTO;CAMIONES;CABINADO;UD;CRONER MKE;THAILAND                                                    ;DIESEL;4X2;11500;2;2018
2019;MARZO;AZY736;LIMA;JPCYAX0A7JT023244;CAMIONES Y TRACTO;CAMIONES;CABINADO;UD;CRONER MKE;THAILAND                                                    ;DIESEL;4X2;11500;3;2018
2019;MARZO;AZV931;LIMA;JPCYAX0A3JT023225;CAMIONES Y TRACTO;CAMIONES;CABINADO;UD;CRONER MKE;THAILAND                                                    ;DIESEL;4X2;11500;3;2018
2019;MARZO;AZV734;LIMA;JPCYAX0A7JT023230;CAMIONES Y TRACTO;CAMIONES;CABINADO;UD;CRONER MKE;THAILAND                                                    ;DIESEL;4X2;11500;3;2018
2019;MARZO;AZS823;LIMA;JPCYAX0A1JT023210;CAMIONES Y TRACTO;CAMIONES;CABINADO;UD;CRONER MKE;THAILAND                                                    ;DIESEL;4X2;11500;3;2018
2019;MARZO;AZQ838;LIMA;JPCYAX0A9JT023228;CAMIONES Y TRACTO;CAMIONES;CABINADO;UD;CRONER MKE;THAILAND                                                    ;DIESEL;4X2;11500;3;2018
2019;MARZO;AZW839;LIMA;JPCYAX0AXJT022444;CAMIONES Y TRACTO;CAMIONES;CABINADO;UD;CRONER MKE;THAILAND                                                    ;DIESEL;4X2;11500;2;2018
2019;MARZO;AZW828;LIMA;JPCYAX0A9JT022449;CAMIONES Y TRACTO;CAMIONES;CABINADO;UD;CRONER MKE;THAILAND                                                    ;DIESEL;4X2;11500;2;2018
2019;FEBRERO;AZP747;LIMA;JPCYAX0A1JT022445;CAMIONES Y TRACTO;CAMIONES;CABINADO;UD;CRONER MKE;THAILAND                                                    ;DIESEL;4X2;11500;2;2018
2019;FEBRERO;AZM855;LIMA;JPCYAX0A3JT022446;CAMIONES Y TRACTO;CAMIONES;CABINADO;UD;CRONER MKE;THAILAND                                                    ;DIESEL;4X2;11500;2;2018
2019;FEBRERO;AZP818;LIMA;JPCYAX0A6JT023218;CAMIONES Y TRACTO;CAMIONES;CABINADO;UD;CRONER;THAILAND                                                    ;DIESEL;4X2;11500;3;2018
2019;FEBRERO;AZO878;LIMA;JPCYAX0AXJT023223;CAMIONES Y TRACTO;CAMIONES;CABINADO;UD;CRONER;THAILAND                                                    ;DIESEL;4X2;11500;3;2018
2019;FEBRERO;AZK855;LIMA;JPCYZ40A9JT023236;CAMIONES Y TRACTO;CAMIONES;CABINADO;UD;CRONER;THAILAND                                                    ;DIESEL;4X2;17300;3;2018
2019;FEBRERO;AZM838;LIMA;JPCYAX0A6JT022246;CAMIONES Y TRACTO;CAMIONES;CABINADO;UD;CRONER;SWEDEN                                                      ;DIESEL;4X2;11500;2;2018
2019;ENERO;AZG928;LIMA;JPCYAX0A0JT023215;CAMIONES Y TRACTO;CAMIONES;CABINADO;UD;CRONER;THAILAND                                                    ;DIESEL;4X2;11500;3;2018
2019;ENERO;AZH793;LIMA;JPCYAX0A2JT023216;CAMIONES Y TRACTO;CAMIONES;CABINADO;UD;CRONER;THAILAND                                                    ;DIESEL;4X2;11500;3;2018
2019;ENERO;AZH706;LIMA;JPCYAX0A8JT023138;CAMIONES Y TRACTO;CAMIONES;CABINADO;UD;CRONER;THAILAND                                                    ;DIESEL;4X2;11500;3;2018
2019;ENERO;AZG895;LIMA;JPCYZ40AXJT022242;CAMIONES Y TRACTO;CAMIONES;CABINADO;UD;CRONER;THAILAND                                                    ;DIESEL;4X2;17000;2;2018
2019;ENERO;AZG759;LIMA;JPCYZ40A9JT023222;CAMIONES Y TRACTO;CAMIONES;CABINADO;UD;CRONER;THAILAND                                                    ;DIESEL;4X2;17000;3;2018
2019;ENERO;AZC810;LIMA;JPCYZ40A9JT023141;CAMIONES Y TRACTO;CAMIONES;CABINADO;UD;CRONER;THAILAND                                                    ;DIESEL;4X2;17000;3;2018
2019;ENERO;AZC791;LIMA;JPCYZ40A9JT022250;CAMIONES Y TRACTO;CAMIONES;CABINADO;UD;CRONER;THAILAND                                                    ;DIESEL;4X2;17000;2;2018
2019;ENERO;AZF916;LIMA;JPCYZ40A8JT023213;CAMIONES Y TRACTO;CAMIONES;CABINADO;UD;CRONER;THAILAND                                                    ;DIESEL;4X2;17000;3;2018
2019;ENERO;AZA860;LIMA;JPCYZ40A8JT022238;CAMIONES Y TRACTO;CAMIONES;CABINADO;UD;CRONER;THAILAND                                                    ;DIESEL;4X2;17000;2;2018
2019;ENERO;AZA895;LIMA;JPCYZ40A5JT022438;CAMIONES Y TRACTO;CAMIONES;CABINADO;UD;CRONER PKE;THAILAND                                                    ;DIESEL;4X2;17000;2;2018
2019;ENERO;AZB914;LIMA;JPCYZ40A2JT023238;CAMIONES Y TRACTO;CAMIONES;CABINADO;UD;CRONER;THAILAND                                                    ;DIESEL;4X2;17000;3;2018
2019;ENERO;AZC836;LIMA;JPCYAX0A5JT022450;CAMIONES Y TRACTO;CAMIONES;CABINADO;UD;CRONER MKE;THAILAND                                                    ;DIESEL;4X2;11500;2;2018
2019;ABRIL;BAG896;LIMA;YV2X1G1A3KA843964;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FM11 4X2T;SWEDEN                                                      ;DIESEL;4X2;18000;2;2019
2019;ABRIL;BAE722;LIMA;YV2RG40D1KA842412;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FH 6X4T;SWEDEN                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;BAD881;LIMA;YV2RG30DXKA842287;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FH 6X4T;SWEDEN                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;BAD786;LIMA;YV2RG30D3KA842972;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FH 6X4T;SWEDEN                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;BAD756;LIMA;YV2RG30D3KA842342;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FH 6X4T;SWEDEN                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;BAC923;LIMA;YV2RG30D6KA842934;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FH 6X4T;SWEDEN                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;BAC919;LIMA;YV2RG30D1KA842470;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FH 6X4T;SWEDEN                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;BAB830;LIMA;YV2RG30D6KA842352;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FH 6X4T;SWEDEN                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;BAB796;LIMA;YV2RG30DXKA842371;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FH 6X4T;SWEDEN                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;BAB763;LIMA;YV2RG30D4KA842401;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FH 6X4T;SWEDEN                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;BAA907;LIMA;YV2RG40D3KA842525;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FH 6X4T;SWEDEN                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;AZZ878;LIMA;YV2RG30D2KA842333;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FH 6X4T;SWEDEN                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;BAD743;LIMA;9BVRG30D9LE865642;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FH 6X4T;BRAZIL                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;BAC814;LIMA;9BVRG30D1LE865643;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FH 6X4T;BRAZIL                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;BAC896;LIMA;9BVRG40D9LE865576;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FH 6X4T;BRAZIL                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;BAC848;LIMA;9BVRG40D6LE865575;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FH 6X4T;BRAZIL                                                      ;DIESEL;6X4;25000;2;2019
