ANIO;MES;PLACA;OFICINA;SERIE;CLASEAAP;SUBCLASE;CARROCERIA;MARCA;MODELO;ORIGEN;COMBUSTIBLE;FORMULA;PBV;ASIENTOS;ANIOFAB
2019;ABRIL;BAF735;LIMA;93KP0S1G0KE163370;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;VM 8X4R;BRAZIL                                                      ;DIESEL;8X4;32000;2;2019
2019;ABRIL;BAG867;LIMA;93KP0S1DXKE162749;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;VM 6X4R;BRAZIL                                                      ;DIESEL;6X4;25000;2;2018
2019;ABRIL;T9Z817;TRUJILLO;93KP0R1A6KE162880;CAMIONES Y TRACTO;CAMIONES;FURGON;VOLVO;VM 4X2R;BRAZIL                                                      ;DIESEL;4X2;17500;2;2019
2019;ABRIL;BAI755;LIMA;YV2XG30D2KA842386;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FMX 6X4R;SWEDEN                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;BAH864;LIMA;YV2XG30D1KA842394;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FMX 6X4R;SWEDEN                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;BAG845;LIMA;YV2XG30D2KA842422;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FMX 6X4R;SWEDEN                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;BAG866;LIMA;YV2XG30DXKA842426;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FMX 6X4R;SWEDEN                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;BAG757;LIMA;YV2XG30D4KA842275;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FMX 6X4R;SWEDEN                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;BAF939;LIMA;YV2XG30D2KA842548;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FMX 6X4R;SWEDEN                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;BAF833;LIMA;YV2XG30DXKA842541;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FMX 6X4R;SWEDEN                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;BAF766;LIMA;YV2XG30DXKA842359;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FMX 6X4R;SWEDEN                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;BAF732;LIMA;YV2XG30D4KA842521;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FMX 6X4R;SWEDEN                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;T9Y874;TRUJILLO;YV2XG30D2KA842291;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FMX 6X4R;SWEDEN                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;BAF712;LIMA;YV2XG30D7KA842366;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FMX 6X4R;SWEDEN                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;BAE944;LIMA;YV2XG30D2KA842355;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FMX 6X4R;SWEDEN                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;BAF720;LIMA;YV2XG30DXKA842376;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FMX 6X4R;SWEDEN                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;BAF716;LIMA;YV2XG30D7KA842349;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FMX 6X4R;SWEDEN                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;BAE915;LIMA;YV2XG30D1KA842511;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FMX 6X4R;SWEDEN                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;T9Y888;TRUJILLO;YV2XG30D1KA842430;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FMX 6X4R;SWEDEN                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;T9Y882;TRUJILLO;YV2XG30D0KA842404;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FMX 6X4R;SWEDEN                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;T9Y877;TRUJILLO;YV2XG30D5KA842463;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FMX 6X4R;SWEDEN                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;BAE796;LIMA;YV2XG30D6KA842326;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FMX 6X4R;SWEDEN                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;T9Y867;TRUJILLO;YV2XG30D3KA842445;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FMX 6X4R;SWEDEN                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;T9Y860;TRUJILLO;YV2XG30D4KA842440;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FMX 6X4R;SWEDEN                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;T9Y859;TRUJILLO;YV2XG30D9KA842286;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FMX 6X4R;SWEDEN                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;BAC748;LIMA;YV2XG30D8KA842280;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FMX 6X4R;SWEDEN                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;BAC730;LIMA;YV2XG30D3KA842400;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FMX 6X4R;SWEDEN                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;BAB758;LIMA;YV2XG30D5KA842477;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FMX 6X4R;SWEDEN                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;BAA919;LIMA;YV2XG30D9KA842370;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FMX 6X4R;SWEDEN                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;F2V964;LIMA;9BVT2T127KE387784;MINIBUS,OMNIBUS;BUSES Y CHASISES;OMNIBUS INTERURBANO;VOLVO;B450R 6X2 ;BRAZIL                                                      ;DIESEL;6X2;26500;46;2019
2019;ABRIL;F2V967;LIMA;9BVT2T121KE387778;MINIBUS,OMNIBUS;BUSES Y CHASISES;OMNIBUS INTERURBANO;VOLVO;B450R 6X2 ;BRAZIL                                                      ;DIESEL;6X2;26500;46;2019
2019;ABRIL;F2W964;LIMA;9BVT2T124KE387788;MINIBUS,OMNIBUS;BUSES Y CHASISES;OMNIBUS INTERURBANO;VOLVO;B450R 6X2 ;BRAZIL                                                      ;DIESEL;6X2;26500;46;2019
2019;ABRIL;F2V953;LIMA;9BVT2T12XKE387777;MINIBUS,OMNIBUS;BUSES Y CHASISES;OMNIBUS INTERURBANO;VOLVO;B450R 6X2 ;BRAZIL                                                      ;DIESEL;6X2;26500;46;2019
2019;ABRIL;F2U967;LIMA;9BVT2T120KE387786;MINIBUS,OMNIBUS;BUSES Y CHASISES;OMNIBUS INTERURBANO;VOLVO;B450R 6X2 ;BRAZIL                                                      ;DIESEL;6X2;26500;46;2019
2019;ABRIL;F2U964;LIMA;9BVT2T121KE387781;MINIBUS,OMNIBUS;BUSES Y CHASISES;OMNIBUS INTERURBANO;VOLVO;B450R 6X2 ;BRAZIL                                                      ;DIESEL;6X2;26500;46;2019
2019;ABRIL;F2X953;LIMA;9BVT2T125KE387783;MINIBUS,OMNIBUS;BUSES Y CHASISES;OMNIBUS INTERURBANO;VOLVO;B450R 6X2 ;BRAZIL                                                      ;DIESEL;6X2;26500;46;2019
2019;ABRIL;F2W961;LIMA;9BVT2T122KE387773;MINIBUS,OMNIBUS;BUSES Y CHASISES;OMNIBUS INTERURBANO;VOLVO;B450R 6X2 ;BRAZIL                                                      ;DIESEL;6X2;26500;46;2019
2019;ABRIL;F2W952;LIMA;9BVT2T123KE387782;MINIBUS,OMNIBUS;BUSES Y CHASISES;OMNIBUS INTERURBANO;VOLVO;B450R 6X2 ;BRAZIL                                                      ;DIESEL;6X2;26500;46;2019
2019;ABRIL;F2W951;LIMA;9BVT2T12XKE387780;MINIBUS,OMNIBUS;BUSES Y CHASISES;OMNIBUS INTERURBANO;VOLVO;B450R 6X2 ;BRAZIL                                                      ;DIESEL;6X2;26500;46;2019
2019;ABRIL;F2V950;LIMA;9BVT2T128KE387776;MINIBUS,OMNIBUS;BUSES Y CHASISES;OMNIBUS INTERURBANO;VOLVO;B450R 6X2 ;BRAZIL                                                      ;DIESEL;6X2;26500;46;2019
2019;ABRIL;V0K827;AREQUIPA;YV2XG40E2JA828906;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FMX540;SWEDEN                                                      ;DIESEL;6X6;25000;2;2018
2019;ABRIL;F2W960;LIMA;9BVT2T128KE387793;MINIBUS,OMNIBUS;BUSES Y CHASISES;OMNIBUS INTERURBANO;VOLVO;B450R 6X2;BRAZIL                                                      ;DIESEL;6X2;26500;46;2019
2019;ABRIL;F2V968;LIMA;9BVT2T12XKE387794;MINIBUS,OMNIBUS;BUSES Y CHASISES;OMNIBUS INTERURBANO;VOLVO;B450R 6X2;BRAZIL                                                      ;DIESEL;6X2;26500;46;2019
2019;ABRIL;F2V954;LIMA;9BVT2T121KE387795;MINIBUS,OMNIBUS;BUSES Y CHASISES;OMNIBUS INTERURBANO;VOLVO;B450R 6X2;BRAZIL                                                      ;DIESEL;6X2;26500;46;2019
2019;ABRIL;F2U968;LIMA;9BVT2T122KE387787;MINIBUS,OMNIBUS;BUSES Y CHASISES;OMNIBUS INTERURBANO;VOLVO;B450R 6X2;BRAZIL                                                      ;DIESEL;6X2;26500;46;2019
2019;ABRIL;F2U965;LIMA;9BVT2T124KE387791;MINIBUS,OMNIBUS;BUSES Y CHASISES;OMNIBUS INTERURBANO;VOLVO;B450R 6X2;BRAZIL                                                      ;DIESEL;6X2;26500;46;2019
2019;ABRIL;F2W962;LIMA;9BVT2T129KE387785;MINIBUS,OMNIBUS;BUSES Y CHASISES;OMNIBUS INTERURBANO;VOLVO;B450R 6X2;BRAZIL                                                      ;DIESEL;6X2;26500;46;2019
2019;ABRIL;F2W953;LIMA;9BVT2T122KE387790;MINIBUS,OMNIBUS;BUSES Y CHASISES;OMNIBUS INTERURBANO;VOLVO;B450R 6X2;BRAZIL                                                      ;DIESEL;6X2;26500;46;2019
2019;ABRIL;F2W950;LIMA;9BVT2T126KE387792;MINIBUS,OMNIBUS;BUSES Y CHASISES;OMNIBUS INTERURBANO;VOLVO;B450R 6X2;BRAZIL                                                      ;DIESEL;6X2;26500;46;2019
2019;ABRIL;F2V965;LIMA;9BVT2T126KE387789;MINIBUS,OMNIBUS;BUSES Y CHASISES;OMNIBUS INTERURBANO;VOLVO;B450R 6X2;BRAZIL                                                      ;DIESEL;6X2;26500;46;2019
2019;ABRIL;BAG805;LIMA;YV2X1G1A8JA828987;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FM11 4X2T;SWEDEN                                                      ;DIESEL;4X2;18000;2;2018
2019;ABRIL;BAC761;LIMA;YV2X1G1A1JA830631;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FM11 4X2T;SWEDEN                                                      ;DIESEL;4X2;18000;2;2018
2019;ABRIL;BAF756;LIMA;YV2X1G1A3JA834549;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FM11 4X2T;SWEDEN                                                      ;DIESEL;4X2;18000;2;2018
2019;ABRIL;T9Z827;TRUJILLO;YV2X1G1A2KA836052;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FM11 4X2T;SWEDEN                                                      ;DIESEL;4X2;18000;2;2018
2019;ABRIL;BAD838;LIMA;9BVXG20D2KE860638;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FM 6X4T;BRAZIL                                                      ;DIESEL;6X4;25000;2;2018
2019;ABRIL;BAB921;LIMA;9BVXG20D4JE858581;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FM 6X4T;BRAZIL                                                      ;DIESEL;6X4;25000;2;2018
2019;ABRIL;V0J871;AREQUIPA;9BVRG30D0KE860134;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FH 6X4T;BRAZIL                                                      ;DIESEL;6X4;25000;2;2018
2019;ABRIL;BAE849;LIMA;9BVRG30D1JE859265;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FH 6X4T;UNITED KINGDOM                                              ;DIESEL;6X4;25000;2;2018
2019;ABRIL;BAD818;LIMA;9BVRG30D6JE859263;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FH 6X4T;UNITED KINGDOM                                              ;DIESEL;6X4;25000;2;2018
2019;ABRIL;BAH856;LIMA;9BVRG30D5KE861441;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FH 6X4T;BRAZIL                                                      ;DIESEL;6X4;25000;2;2018
2019;ABRIL;T9Y838;TRUJILLO;93KP0S1D8KE162843;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;VM 6X4R;BRAZIL                                                      ;DIESEL;6X4;25000;2;2018
2019;ABRIL;BAC931;LIMA;93KP0S1C2JE161625;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;VM 6X2R;BRAZIL                                                      ;DIESEL;6X2;24000;2;2018
2019;ABRIL;BAE714;LIMA;93KP0S1C5KE162692;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;VM 6X2R;BRAZIL                                                      ;DIESEL;6X2;24000;2;2018
2019;ABRIL;BAD862;LIMA;93KP0R1A1JE162357;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;VM 4X2R;UNITED KINGDOM                                              ;DIESEL;4X2;16800;2;2018
2019;ABRIL;BAF794;LIMA;93KP0R1A9JE162147;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;VM 4X2R;BRAZIL                                                      ;DIESEL;4X2;16800;2;2018
2019;ABRIL;BAE811;LIMA;93KXG30G0JE859248;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FMX 8X4R;UNITED KINGDOM                                              ;DIESEL;8X4;32000;2;2018
2019;ABRIL;BAB891;LIMA;93KXG30G8KE859414;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FMX 8X4R;UNITED KINGDOM                                              ;DIESEL;8X4;32000;2;2018
2019;ABRIL;T9X913;TRUJILLO;93KXG30G7KE859473;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FMX 8X4R;UNITED KINGDOM                                              ;DIESEL;8X4;32000;2;2018
2019;ABRIL;EAB939;LIMA;93KXG30D4JE858303;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FMX 6X4R;BRAZIL                                                      ;DIESEL;6X4;25000;2;2018
2019;ABRIL;AZZ920;LIMA;93KXG30D1JE858054;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FMX 6X4R;BRAZIL                                                      ;DIESEL;6X4;25000;2;2018
2019;ABRIL;T9X916;TRUJILLO;93KXG30D1JE858323;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FMX 6X4R;BRAZIL                                                      ;DIESEL;6X4;25000;2;2018
2019;ABRIL;AZZ888;LIMA;93KXG30D6JE858052;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FMX 6X4R;BRAZIL                                                      ;DIESEL;6X4;25000;2;2018
2019;ABRIL;BAD863;LIMA;93KXG30D7KE860259;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FMX 6X4R;BRAZIL                                                      ;DIESEL;6X4;25000;2;2018
2019;ABRIL;T9Y932;TRUJILLO;93KXG30D2KE861737;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FMX 6X4R;BRAZIL                                                      ;DIESEL;6X4;25000;2;2018
2019;ABRIL;T9Y876;TRUJILLO;93KXG30D7KE860473;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FMX 6X4R;BRAZIL                                                      ;DIESEL;6X4;25000;2;2018
2019;ABRIL;AZZ796;LIMA;93KXG30DXKE860474;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FMX 6X4R;BRAZIL                                                      ;DIESEL;6X4;25000;2;2018
2019;ABRIL;AZZ792;LIMA;93KXG30D1KE860471;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FMX 6X4R;BRAZIL                                                      ;DIESEL;6X4;25000;2;2018
2019;ABRIL;BAD735;LIMA;YV2TH60A7JZ117997;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FL 4X2R;FRANCE                                                      ;DIESEL;4X2;18000;2;2018
2019;ABRIL;BAG907;LIMA;YV2TH60A4JZ119187;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FL 4X2R;FRANCE                                                      ;DIESEL;4X2;18000;2;2018
2019;ABRIL;Z7A900;TACNA;YV2TH60A9JZ119928;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FL 4X2R;FRANCE                                                      ;DIESEL;4X2;18000;2;2018
2019;ABRIL;AZZ845;LIMA;93KRG30D7JE858248;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FH 6X4R;UNITED KINGDOM                                              ;DIESEL;6X4;25000;2;2018
2019;ABRIL;BAG846;LIMA;YV2VH80D2JZ120031;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FE 6X4R;FRANCE                                                      ;DIESEL;6X4;25000;2;2018
2019;ABRIL;BAD705;LIMA;YV2VH80D7JZ120171;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FE 6X4R;FRANCE                                                      ;DIESEL;6X4;25000;2;2018
2019;ABRIL;AZZ859;LIMA;YV2VH80D4JZ119477;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FE 6X4R;FRANCE                                                      ;DIESEL;6X4;25000;2;2018
2019;ABRIL;BAA769;LIMA;YV2VH80D2KZ122489;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FE 6X4R;FRANCE                                                      ;DIESEL;6X4;25000;2;2018
2019;ABRIL;BAB776;LIMA;YV2VH70C2JZ118927;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FE 6X2R;FRANCE                                                      ;DIESEL;6X2;25000;2;2018
2019;ABRIL;BAD727;LIMA;YV2VH70C6JZ119921;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FE 6X2R;FRANCE                                                      ;DIESEL;6X2;25000;2;2018
2019;ABRIL;F3A952;LIMA;9BVT5T727JE404189;MINIBUS,OMNIBUS;BUSES Y CHASISES;MOTORIZADO;VOLVO;B270F 4X2;BRAZIL;DIESEL;4X2;17300;1;2017
2019;ABRIL;BAG738;LIMA;YV2X1G1D1KA842029;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FM11 6X4T;SWEDEN                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;BAF938;LIMA;YV2X1G1DXKA842062;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FM11 6X4T;SWEDEN                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;BAF845;LIMA;YV2X1G1D2KA842072;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FM11 6X4T;SWEDEN                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;BAF843;LIMA;YV2X1G1DXKA842000;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FM11 6X4T;SWEDEN                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;BAF782;LIMA;YV2X1G1A5KA838541;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FM11 4X2T;SWEDEN                                                      ;GASOLINA;4X2;20100;2;2018
2019;ABRIL;V0K783;AREQUIPA;YV2XG20D9KA841259;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FM 6X4T;SWEDEN                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;BAG937;LIMA;9BVXG20D7KE862300;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FM 6X4T;BRAZIL                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;BAC763;LIMA;YV2RG40D4KA842100;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FH 6X4T;SWEDEN                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;BAB920;LIMA;YV2RG40D6KA842082;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FH 6X4T;SWEDEN                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;BAC709;LIMA;YV2RG30D6KA838561;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FH 6X4T;SWEDEN                                                      ;GASOLINA;6X4;28500;2;2018
2019;ABRIL;BAI711;LIMA;YV2RG30D4KA841068;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FH 6X4T;SWEDEN                                                      ;DIESEL;6X4;25000;2;2018
2019;ABRIL;Z7A919;TACNA;YV2RG30D2KA841053;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FH 6X4T;SWEDEN                                                      ;DIESEL;6X4;25000;2;2018
2019;ABRIL;Z7A920;TACNA;YV2RG30D7KA841100;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FH 6X4T;SWEDEN                                                      ;DIESEL;6X4;25000;2;2018
2019;ABRIL;Z7A921;TACNA;YV2RG30D2KA841103;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FH 6X4T;SWEDEN                                                      ;DIESEL;6X4;25000;2;2018
2019;ABRIL;Z7A922;TACNA;YV2RG30DXKA841169;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FH 6X4T;SWEDEN                                                      ;DIESEL;6X4;25000;2;2018
2019;ABRIL;BAH710;LIMA;9BVRG30D6KE862276;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FH 6X4T;BRAZIL                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;BAD891;LIMA;93KK0S1D0KE163182;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;VM 6X4R;BRAZIL                                                      ;DIESEL;6X4;25000;3;2019
2019;ABRIL;V0K700;AREQUIPA;93KP0S1D0KE163181;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;VM 6X4R;BRAZIL                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;Z7A910;MOQUEGUA;93KX1D1A1LE864284;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FMX11 4X2R;BRAZIL                                                      ;DIESEL;4X2;18000;2;2019
2019;ABRIL;BAH727;LIMA;93KXG20G6LE864581;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FMX 8X4R;BRAZIL                                                      ;DIESEL;8X4;32000;2;2019
2019;ABRIL;Z7A909;MOQUEGUA;93KXG20D3KE863244;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FMX 6X4R;BRAZIL                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;T9Y832;TRUJILLO;93KXG30DXKE863458;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FMX 6X4R;BRAZIL                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;BAF795;LIMA;93KXG30D4KE863187;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FMX 6X4R;BRAZIL                                                      ;DIESEL;6X4;25000;2;2018
2019;ABRIL;BAE721;LIMA;93KXG30D7KE863188;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FMX 6X4R;BRAZIL                                                      ;DIESEL;6X4;25000;2;2018
2019;ABRIL;T9Y880;TRUJILLO;YV2XG30DXKA841096;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FMX 6X4R;SWEDEN                                                      ;DIESEL;6X4;25000;2;2018
2019;ABRIL;BAH715;LIMA;YV2VH80DXKZ123860;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FE 6X4R;FRANCE                                                      ;DIESEL;6X4;25000;2;2019
2019;ABRIL;AZZ821;LIMA;YV2VH80D9KZ123509;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FE 6X4R;FRANCE                                                      ;DIESEL;6X4;25000;2;2018
2019;ABRIL;BAH805;LIMA;YV2VH70C8KZ122966;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FE 6X2R;FRANCE                                                      ;GASOLINA;6X2;26500;2;2018
2019;ABRIL;BAE847;LIMA;YV2VH70C7KZ122988;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FE 6X2R;FRANCE                                                      ;GASOLINA;6X2;26500;2;2018
2019;ABRIL;BAA870;LIMA;YV2VH70CXKZ122953;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FE 6X2R;FRANCE                                                      ;GASOLINA;6X2;26500;2;2018
2019;MARZO;AZY833;LIMA;YV2XG40EXJA829060;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FMX540 (FMX 6X6T);SWEDEN                                                      ;DIESEL;6X6;41000;2;2018
2019;MARZO;AZU899;LIMA;9BVXG40E7KE863112;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FMX 6X6 T ;BRAZIL                                                      ;DIESEL;6X6;41000;2;2018
2019;MARZO;AZU708;LIMA;YV2X1G1D8KA836664;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FM11 6X4T;SWEDEN                                                      ;DIESEL;6X4;28100;2;2018
2019;MARZO;AZT880;LIMA;YV2X1G1D0KA836643;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FM11 6X4T;SWEDEN                                                      ;DIESEL;6X4;28100;2;2018
2019;MARZO;AZT799;LIMA;YV2X1G1D6KA837134;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FM11 6X4T;SWEDEN                                                      ;DIESEL;6X4;28100;2;2018
2019;MARZO;AZU886;LIMA;YV2X1G1D1JA833832;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FM11 6X4 T;SWEDEN                                                      ;DIESEL;6X4;28100;2;2018
2019;MARZO;AZU837;LIMA;YV2X1G1D2JA834715;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FM11 6X4 T;SWEDEN                                                      ;DIESEL;6X4;28100;2;2018
2019;MARZO;AZU838;LIMA;YV2X1G1D7JA833835;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FM11 6X4 T;SWEDEN                                                      ;DIESEL;6X4;28100;2;2018
2019;MARZO;AZS939;LIMA;YV2X1G1D7JA834869;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FM11 6X4 T;SWEDEN                                                      ;DIESEL;6X4;28100;2;2018
