ANIO;MES;OFICINA;CHASIS;CLASE;SUBCLASE;CARROCERIA;MARCA;MODELO;ORIGEN;FORMULARODANTE; PBV ;FABRICACION
2019;ABRIL;LIMA;838561;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FH 6X4T;SWEDEN                                                      ;6X4;28,100;2018
2019;ABRIL;LIMA;841068;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FH 6X4T;SWEDEN                                                      ;6X4;28,100;2018
2019;ABRIL;TACNA;841053;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FH 6X4T;SWEDEN                                                      ;6X4;28,100;2018
2019;ABRIL;TACNA;841100;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FH 6X4T;SWEDEN                                                      ;6X4;28,100;2018
2019;ABRIL;TACNA;841103;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FH 6X4T;SWEDEN                                                      ;6X4;28,100;2018
2019;ABRIL;TACNA;841169;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FH 6X4T;SWEDEN                                                      ;6X4;28,100;2018
2019;ABRIL;LIMA;862276;CAMIONES Y TRACTO;TRACTOCAMIONES;REMOLCADOR;VOLVO;FH 6X4T;BRAZIL                                                      ;6X4;28,100;2019
2019;ABRIL;LIMA;163182;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;VM 6X4R;BRAZIL                                                      ;6X4;32,000;2019
2019;ABRIL;AREQUIPA;163181;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;VM 6X4R;BRAZIL                                                      ;6X4;32,000;2019
2019;ABRIL;MOQUEGUA;864284;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FMX11 4X2R;BRAZIL                                                      ;4X2;20,500;2019
2019;ABRIL;LIMA;864581;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FMX 8X4R;BRAZIL                                                      ;8X4;52,000;2019
2019;ABRIL;MOQUEGUA;863244;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FMX 6X4R;BRAZIL                                                      ;6X4;41,000;2019
2019;ABRIL;TRUJILLO;863458;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FMX 6X4R;BRAZIL                                                      ;6X4;41,000;2019
2019;ABRIL;LIMA;863187;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FMX 6X4R;BRAZIL                                                      ;6X4;41,000;2018
2019;ABRIL;LIMA;863188;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FMX 6X4R;BRAZIL                                                      ;6X4;41,000;2018
2019;ABRIL;TRUJILLO;841096;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FMX 6X4R;SWEDEN                                                      ;6X4;41,000;2018
2019;ABRIL;LIMA;123860;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FE 6X4R;FRANCE                                                      ;6X4;28500;2019
2019;ABRIL;LIMA;123509;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FE 6X4R;FRANCE                                                      ;6X4;28500;2018
2019;ABRIL;LIMA;122966;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FE 6X2R;FRANCE                                                      ;6X2;26,500;2018
2019;ABRIL;LIMA;122988;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FE 6X2R;FRANCE                                                      ;6X2;26,500;2018
2019;ABRIL;LIMA;122953;CAMIONES Y TRACTO;CAMIONES;CABINADO;VOLVO;FE 6X2R;FRANCE                                                      ;6X2;26,500;2018
